test_no,rel,rel_clustered,l_rank,r_rank,l_rank_clustered,r_rank_clustered
8431,124835,457,2149439,2019678,2068157,1766037
8432,124897,1157,269878,37023,1122959,1992896
8433,124902,3157,18563,36,471476,732076
8434,125398,15746,572,712,3051,1132
8435,125421,4155,1682,740,43488,31074
8436,125471,404,507,299,11505,7429
8437,125643,1128,315,530,56683,17558
8438,125644,14165,811051,2210637,2052803,1727832
8439,125933,39480,68289,143748,1621867,849354
8440,126023,851,73,278,316,3585
8441,126233,618,278298,691637,1047257,1210547
8442,126280,453,1766509,1003134,1762996,1005202
8443,126338,36,709,1361,118830,67442
8444,126401,453,1241,2851,12651,1652
8445,126883,3065,84599,233,16960,13845
8446,126929,779,19375,3519,50239,1244300
8447,126964,967,42061,13159,14925,5913
8448,127007,11543,21,171,1440,458
8449,127418,9,792423,331356,2840,1051330
8450,127435,744,37,781,3445,1970
8451,127639,84,184056,19923,82585,214118
8452,127787,8,6840,5643,4556,6626
8453,127792,2872,164289,188534,38777,902765
8454,128030,70,1598,241,110650,20103
8455,128230,614,567064,408439,946149,2193976
8456,128261,11360,1664365,894790,71090,338751
8457,128307,1895,115106,1924,437649,8339
8458,128554,483,420674,880945,69493,1034955
8459,128724,24512,373,829,259,34
8460,128748,2182,3912,2531,7602,21845
8461,128873,28703,1482,174792,5862,1848198
8462,129303,3900,35867,44,4272,3154
8463,129392,1637,142938,54512,512281,62513
8464,129423,482,1942541,829852,2238705,73534
8465,129453,2509,1213637,1788963,1994516,1162992
8466,129761,11699,1816,104604,4981,1093453
8467,129901,1580,199,6,2261,2074
8468,129914,2508,1381,66388,7486,24917
8469,130208,191,1370968,2201403,811985,2080995
8470,130262,44664,1151570,1264767,2005172,761894
8471,130339,4851,2008,304,9341,2729
8472,130340,2046,1406633,754380,1480050,1997174
8473,130385,579,55,11081,3165,727
8474,130394,2,652238,149960,1532260,259823
8475,130536,146,493,3537,306574,575816
8476,130544,9881,24926,1987,274232,569481
8477,130870,16413,644,2022,714,40
8478,131035,34326,2553,7321,3442,15984
8479,131145,346,3851,990,135605,3390
8480,131520,4006,12907,368,11,1000
8481,131536,5,51729,53502,1503297,170495
8482,131678,10875,141,45,15736,760
8483,131737,644,2066547,921381,2145244,679611
8484,131773,345,72,2071,300,75451
8485,131887,0,1,190,5608,248404
8486,131904,19975,84,31253,686,96271
8487,131957,1071,929,619,830,1443
8488,131976,319,40,14,206,14994
8489,132031,139,2651,1122,5309,2277
8490,132137,3976,3084,979,780,14368
8491,132323,534,412563,1090121,44381,2121499
8492,132565,1929,43,22176,6903,2108493
8493,132649,292,67041,136,589111,183359
8494,132698,601,290915,235708,1070654,328533
8495,132700,330,1948189,2053984,1592507,2256226
8496,132955,3005,987,1804,3890,5751
8497,133007,779,28,655,886,60058
8498,133118,9339,1212326,113293,800865,56646
8499,133189,0,173,129,3159,13218
8500,133194,0,734,170937,8896,422758
8501,133255,578,10962,186,23359,20364
8502,133343,4413,1282,6444,3206,2642
8503,133512,4780,1,1,73,1
8504,133546,49,1329,2547,12375,918
8505,133625,995,887797,2187283,961154,2182381
8506,133937,5,459576,1299579,175121,5479
8507,133994,1719,64292,7734,7334,1254
8508,134091,230,17,309,959,2043
8509,134126,470,844,23726,49449,8345
8510,134219,297,193,696,113,11082
8511,134271,410,138,27574,1960,1105702
8512,134408,4639,46454,143,359755,33152
8513,134955,3536,1616068,801532,1948493,2096852
8514,135063,4353,1516119,1728513,1577,363239
8515,135074,13342,17665,2684,35018,3096
8516,135137,54,1131,39768,20142,232890
8517,135320,1060,176383,570164,187133,2061565
8518,135336,2252,43172,577157,9075,152421
8519,135365,2182,136,73,5594,2308
8520,135459,338,9057,4681,220517,20986
8521,135733,3470,60899,1684016,1592270,1623596
8522,135785,1489,7443,1533,39382,5981
8523,135834,714,924,762,4752,7909
8524,135843,1217,26088,1147,347485,5756
8525,136029,34737,228,5,623,4133
8526,136254,0,1672868,579471,2114463,575896
8527,136407,5,965821,748403,536758,806334
8528,136669,28965,7566,1592811,31675,224534
8529,136676,694,48,415,250,1624
8530,136918,979,801,5233,1047,43816
8531,137003,6735,299,725,501,779
8532,137352,304,11294,33,1976,35
8533,137353,9339,47,32129,334,552837
8534,137702,5,138,7162,6622,27339
8535,137729,754,79403,15063,202453,5407
8536,137752,2592,1017215,2102921,2009023,2146074
8537,137999,543,6497,416,83358,24473
8538,138023,1615,9,16330,6171,119112
8539,138029,4639,1,1,1,1
8540,138181,6784,411316,1651385,372886,1750044
8541,138306,151,1905,862,5181,9002
8542,138380,295,728405,200315,1038541,775498
8543,138383,241,2310,1037,659,1142
8544,138390,1829,85178,1062675,140082,336626
8545,138515,3379,60082,430,22166,741
8546,138674,615,537620,641339,1791193,182401
8547,138769,4598,2164837,1684028,2197272,851018
8548,139287,2275,74325,26762,673497,2166455
8549,139632,697,14808,169725,2254,22
8550,139729,43,100838,72,376474,3961
8551,139873,4251,2922,2496,53734,805468
8552,140128,196,8096,177466,57390,2105830
8553,140262,3,32785,2046810,202870,1525744
8554,140365,43,3025,32751,88610,143881
8555,140495,685,870923,178,410948,372697
8556,140691,9687,305987,1136,577759,279551
8557,140869,359,133429,59757,352450,1329479
8558,140899,6189,31563,1481,16302,470
8559,141062,2928,419149,801548,2153000,623956
8560,141259,4467,1102133,2563,502108,2300
8561,141381,5981,30400,2,802428,44
8562,141403,733,2810,48,42350,10078
8563,141405,5142,1668435,5942,313188,1907
8564,141474,3857,4821,386,148706,2662
8565,141632,23231,380,5191,2478,21939
8566,141807,9978,6780,554,680,870
8567,141941,1223,557,187371,99582,11218
8568,142011,3233,268320,1911890,505531,1215108
8569,142112,260,3563,3,12032,711
8570,142121,2490,4,484,7,51
8571,142336,192,1706012,34029,1755711,1076385
8572,142380,622,285355,1579762,451788,1700011
8573,142449,2289,1089,156,25451,60277
8574,142541,37,368474,1056732,913131,3254
8575,142646,15746,43088,124681,15353,135960
8576,142964,12365,1665,2075,833,1066
8577,143067,2431,1523001,1765876,377969,156405
8578,143094,993,34020,25886,1752850,128256
8579,143130,4251,16696,54,75266,459163
8580,143319,80,348192,1334337,1921366,1112441
8581,143499,398,37760,1547,153678,1917
8582,143512,199,30428,365,711178,33192
8583,143616,1060,715,12,33056,89232
8584,143623,861,49488,233,489194,18272
8585,143627,1217,2753,6193,22074,7957
8586,143759,207,1184,189717,1419,204544
8587,143786,1747,801,674,5155,4943
8588,143937,13146,89,1136,248457,60271
8589,143968,197,12577,11957,87376,34307
8590,143979,1418,4618,24,1649419,7376
8591,144023,404,266863,1817335,102564,1313193
8592,144120,2147,35668,76,1786830,66056
8593,144133,3002,19949,697,164480,2033
8594,144234,4057,14560,1837,155761,2317
8595,144379,192,975146,347679,495759,435743
8596,144543,1060,99070,1034984,885411,2132774
8597,144563,3247,86570,111,447498,1175425
8598,144632,12369,21772,795043,124515,5891
8599,144675,31,1158856,1139526,1412746,1063540
8600,144683,705,473,539,32663,90936
8601,144692,1380,2351,1961,912,45240
8602,144717,6614,266911,438,25237,71647
8603,144722,24706,132743,24012,622501,1427241
8604,144961,40,151,2,5524,1100708
8605,145025,14377,50,585,10951,14459
8606,145041,6798,763,513005,39741,655748
8607,145049,908,1305,856044,295039,1398205
8608,145065,963,1,629,2928,282129
8609,145122,535,994155,1743444,1566979,200331
8610,145127,392,1,64,221465,3356
8611,145416,1929,4612,329308,5683,696931
8612,145703,1042,176,8607,347,1336105
8613,145798,17037,476879,54133,434263,36731
8614,145955,523,177700,11937,109846,74485
8615,146064,307,47036,215170,146014,1894216
8616,146294,2267,227,48228,3420,56715
8617,146332,725,59776,1137325,567484,1417501
8618,146346,2372,143,1481,64,14
8619,146352,1217,150851,286,325138,484986
8620,146420,559,1481562,670887,1390591,651501
8621,146449,70,3181,2859,1001,2420
8622,146516,457,12943,1222377,235960,47493
8623,146624,5115,75535,359,251933,485
8624,146671,366,4414,16211,11451,52650
8625,146723,112,747,883,1272,15
8626,146894,45231,377877,1622320,116440,1979970
8627,146908,2,36,0,2972,4035
8628,147018,608,1044761,35865,783412,518636
8629,147294,543,254,823,29650,28
8630,147671,929,2357,46518,20153,287915
8631,147741,773,51888,207,72620,2313
8632,147870,631,35084,738151,665070,353715
8633,147940,139,65151,892621,1768454,282716
8634,148161,77,3443,25411,22227,12352
8635,148330,4639,15512,7456,28199,782
8636,148625,5296,1260,19524,1692,53441
8637,148679,1527,696924,1127052,380851,21868
8638,148984,2033,3569,581,7723,8855
8639,149107,2320,1247602,28918,189924,46079
8640,149237,7476,88483,18,1930239,79278
8641,149276,607,70355,11735,73,489923
8642,149287,194,782,3785,1849,216
8643,149360,101966,1478373,568971,1562699,908577
8644,149539,2140,882794,1549713,910819,2173793
8645,149565,2840,5186,1411,4446,536
8646,149580,4557,1353612,1878521,1015283,1601774
8647,149828,3054,1758089,592100,1518800,640974
8648,149993,97,7460,20,8888,36
8649,150207,394,15164,5881,203556,173631
8650,150637,497,6509,97327,8167,773306
8651,150684,155,1627091,1564796,2086380,1435770
8652,150786,392,563273,1579439,1982573,1162864
8653,150829,1512,241006,1493521,444898,1522134
8654,150851,2508,617,15205,4231,577045
8655,151216,12481,1918693,526993,996123,674013
8656,151456,922,884,172,4529,403
8657,151536,8441,37544,153984,211145,3323
8658,151739,2812,76822,66401,112228,10172
8659,151883,6838,41,18235,21324,356522
8660,151933,4589,1422408,3296,172575,39580
8661,152225,23231,112,134892,1511,37729
8662,152554,692,740,57683,13143,164938
8663,152559,11456,1393710,585841,16500,1459853
8664,152839,20229,80670,563,842407,11
8665,153273,197,43,4464,1322,30112
8666,153572,1243,221,28,793,143
8667,153719,3008,37,4089,795,5137
8668,153796,22,183183,1179,79842,2262
8669,153930,979,5662,2104,8545,12089
8670,154067,351,1813935,1443385,1606,339850
8671,154384,106,68,37652,6683,84665
8672,154572,207,1176,45500,169,700
8673,154989,3715,957667,1277915,1895544,1097125
8674,155042,25396,1389035,1646195,2133500,1506073
8675,155063,4589,1434,3385,59729,50646
8676,155114,177,23225,979737,32684,593
8677,155241,1382,4573,135238,5328,1240348
8678,155243,1217,1748103,1921006,1943494,1743379
8679,155351,458,26088,49994,1055104,248633
8680,155466,673,1946,10669,11269,4419
8681,155910,2132,491,21527,3081,13384
8682,156040,4542,1,13601,2328,50647
8683,156248,2883,230869,279606,76329,195898
8684,156301,366,454158,370986,120973,46117
8685,156724,541,128,13554,7326,1028360
8686,156780,28,1243719,1445157,1868033,1035604
8687,156803,5296,351,3316,1212354,190980
8688,156814,18773,2167503,1871861,2111527,1954211
8689,156826,2,7001,47556,18957,4774
8690,156888,304,2204312,1003545,897149,753044
8691,156957,2026,24786,38,92868,5334
8692,157112,601,7853,1670381,57221,281939
8693,157240,15746,1306,1431,9799,1877
8694,157279,6682,626493,1182753,63800,15662
8695,157295,980,15180,687,33338,403
8696,157298,779,196,2930,2566,177411
8697,157314,16039,12502,6144,22551,12316
8698,157319,32,22,2,180,669
8699,157385,5,20261,92500,30488,303906
8700,157495,4042,2141108,477645,2216278,748088
8701,157540,2137,11,415,8,186
8702,157842,68,3844,377,81193,7062
8703,157914,24965,743,12,100,19
8704,158057,1263,345951,1240759,332150,1250183
8705,158218,3296,1339,1288,653,1867
8706,158294,434,2673,51654,32554,75691
8707,158361,509,17935,3481,23285,15231
8708,158441,168,1238,9961,53710,158580
8709,158471,10793,2141389,1753772,2140111,1027520
8710,158749,1508,577396,1166788,822425,1161347
8711,158792,6133,4786,1844,36182,7883
8712,158839,5268,1943,767,330542,4904
8713,158852,3349,1209,1669,1113,26455
8714,158875,4042,71,5311,3675,4222
8715,158938,543,1735647,2061209,2058560,2263118
8716,159023,47,1522230,1334946,134533,402986
8717,159136,61336,1593,143268,1090074,1921095
8718,159193,73,10016,582,13202,16630
8719,159202,2230,23009,38572,1081177,561591
8720,159209,3099,1338,1592,1697396,7438
8721,159244,20,364337,8624,325918,244681
8722,159251,26,364,106,138580,82244
8723,159255,6529,1257071,17331,1186386,51708
8724,159487,447,34079,1310009,1114,191008
8725,159650,392,4277,452,2071,5559
8726,159653,23619,1596144,506739,154243,1074250
8727,160331,8796,433097,2963,1666026,14468
8728,160454,366,1364471,151487,1422283,1410313
8729,160500,2358,546,7082,502,32
8730,160516,4976,2285,40424,24,171
8731,160710,891,14672,23339,132169,62599
8732,160756,907,911,10841,2251,58425
8733,160774,470,59,4658,2361,113628
8734,160990,868,412792,1859984,420558,2200816
8735,161067,10510,595825,297491,36332,265958
8736,161124,5,320654,2016658,1312387,2212424
8737,161412,561,1875349,1624348,1671517,1165793
8738,161724,608,1592385,461428,1823559,1994059
8739,161804,240,744,5545,5448,22857
8740,161937,19,1226409,1967517,288542,595396
8741,162051,8359,31246,9911,179804,2402
8742,162066,1762,868812,43424,703375,628539
8743,162115,304,13059,2133,97487,11107
8744,162340,172,12172,3441,13377,27681
8745,162501,7610,1,1,1,1
8746,162638,950,36564,200,22747,391
8747,162859,1317,362588,194650,312741,27617
8748,162876,5,2047710,1050707,1145650,1664246
8749,162913,345,553434,1746612,1459115,843058
8750,163184,387,11452,213,27960,6967
8751,163249,256,4557,301,4189,1037588
8752,163326,4163,712,204,32060,1082856
8753,163503,192,1605,2812,2201,2345
8754,163681,779,27200,15620,136813,147997
8755,163884,1512,40268,1644,88567,3065
8756,163928,908,126339,968461,210556,11049
8757,164013,1208,347404,2716,984823,7825
8758,164070,967,165101,574,135672,1007418
8759,164358,304,60,33,1317,1361
8760,164756,250,50099,706,71694,77709
8761,164802,42,1495489,729,1684592,60123
8762,164818,835,848828,994,164492,22464
8763,165002,697,2159691,1078064,2205988,720852
8764,165077,5080,1029,70,2534,351
8765,165376,7861,5,35,463,1804
8766,165703,394,2036043,1239103,1072644,1367648
8767,165833,4709,1708,1312,2071,18726
8768,166092,0,21324,184961,42399,166523
8769,166273,489,230,30,3031,2208
8770,166540,1071,1999613,1861180,605846,1346640
8771,166661,8,1396618,1541195,834979,259676
8772,166796,240,1077365,57506,97285,46624
8773,166814,54,374528,1477490,1652140,775455
8774,167061,453,2192,2091,22728,46489
8775,167354,660,2283,85,226,376
8776,167913,228,69016,970,221119,20858
8777,167950,304,1443276,1899406,1099190,1716803
8778,168110,203,19,326,6313,5431
8779,168433,751,9724,3748,6142,6401
8780,168713,5367,3960,830,11424,2302
8781,168837,3300,120,235,165,213
8782,169058,2182,29307,1911423,706780,76646
8783,169133,21813,120352,1675485,1888697,2014830
8784,169153,2,10031,2281,69541,457593
8785,169215,4972,53523,7658,8995,5750
8786,169277,228,21230,14462,597564,45511
8787,169368,211,38389,255,15720,103
8788,169588,596,413237,1190073,1268537,1921575
8789,169867,1000,1386659,1586250,1261363,838566
8790,169917,2526,1940,742,12155,24340
8791,169943,5,1702,5075,12456,17177
8792,170020,226,176042,36519,67285,4065
8793,170588,295,381597,1128325,509908,1348658
8794,170666,1334,284,10497,1658,972025
8795,170711,12,193841,1183864,21118,111233
8796,170984,8917,652,1621,46622,45978
8797,171185,80,620,71,22640,175480
8798,171213,295,372,32593,5164,48880
8799,171284,4797,2321,3476,29401,983044
8800,171361,7365,55947,114391,15560,12620
8801,171414,14607,1880015,323964,1984681,105836
8802,171600,9756,5415,595,2677,19117
8803,171753,3507,194,1481,151,3067
8804,171925,3152,5295,1394,19575,1427
8805,171972,822,626602,1008834,315843,224242
8806,172417,11543,18252,135,102153,26251
8807,172578,1637,4724,589,75480,927
8808,172580,584,1801863,327534,1815107,126225
8809,172585,673,4366,12312,11424,580964
8810,172708,2928,6215,18843,91263,6472
8811,172712,922,445,154,768,308
8812,173095,5748,1638485,1011364,1794006,264051
8813,173457,295,355,63,2,724
8814,173622,1157,277249,1144563,1240867,1227498
8815,173651,631,3,2214,3383,23099
8816,173878,35,472622,1743,1089454,18452
8817,173949,2769,18,2921,81,870
8818,174025,2420,16945,642,76188,135109
8819,174229,11578,33385,692828,136896,46785
8820,174556,1121,208,14316,37654,1010497
8821,174557,43571,3158,17145,25016,9829
8822,174595,43,140,22,1339,296646
8823,174803,3334,321289,104622,455088,677919
8824,174913,4864,317282,35226,143236,271133
8825,175105,1715,150187,1737227,806589,1568450
8826,175310,2186,859627,591303,256657,1779264
8827,175415,17467,3857,90044,7267,20910
8828,175830,0,141170,1455375,942693,1046386
8829,176175,3533,2989,5518,5680,315554
8830,176334,228,108298,591,32340,2204
8831,176882,2249,3681,12874,8,24060
8832,176894,714,652839,96961,330945,1345681
8833,176953,71,1,16,3611,66
8834,176961,751,8,62,1405,5973
8835,177042,11456,907811,63750,1993506,43194
8836,177047,20467,24531,1270,581713,8398
8837,177055,0,312138,141,99459,34232
8838,177091,2249,4,1148,104142,681561
8839,177091,2249,2163,3651,307898,820105
8840,177258,1834,4473,6,22624,52897
8841,177325,543,372,2,15122,29930
8842,177447,2520,922,1647,3295,1585
8843,177662,353,30246,298,187640,29128
8844,177899,2295,2166022,1722544,255701,1390737
8845,177908,4163,268,32,1867,334659
8846,178176,1644,1721201,1750972,1044459,863720
8847,178299,308,375141,63797,18005,1604707
8848,178830,482,1688632,1980484,1894694,1367098
8849,178983,246,1823947,191019,11044,1755
8850,179135,218,159,227351,166,263832
8851,179291,247,2922,3070,1462,22745
8852,179345,8917,158652,1622888,440683,1511173
8853,179663,256,1899979,447262,619205,675904
8854,179704,307,747113,363379,857896,789608
8855,179862,1458,2039390,625108,2187995,173277
8856,179989,2479,3,529,76877,85019
8857,180622,3771,2489,1229395,180348,1502204
8858,180682,6133,557964,2096580,1802475,1353200
8859,180826,1249,120250,1379722,114206,1674457
8860,181527,3866,1623675,289358,1087700,1078153
8861,181703,172,2215742,2238816,1859852,197186
8862,181849,2813,96,854,25970,47893
8863,181900,601,5083,61,39963,5328
8864,181941,1527,915,9213,292,1491
8865,181955,570,89718,1732704,153214,1895913
8866,182165,48748,186,357875,6643,93366
8867,182169,949,5051,26986,11259,110646
8868,182182,5123,100066,1666710,44731,1398653
8869,182661,821,1316,53056,11816,48553
8870,182783,3741,111369,19497,613759,1715812
8871,182890,2304,1159350,134528,1717836,262859
8872,183019,4819,72312,172,42508,1509
8873,183145,249,836119,224,419795,139222
8874,183218,835,201551,913,210285,21999
8875,183298,835,50,6725,107638,55951
8876,183463,3043,535257,2059133,1689070,1826588
8877,183546,21,967689,122138,2010576,1949237
8878,183593,1770,546161,758686,1262364,1585996
8879,183647,394,48937,2501,1172,6930
8880,184006,1337,1530,2211,9379,1094
8881,184173,44065,2114,2,95532,425
8882,184186,9797,88030,19,44099,48
8883,184284,3052,3157,1555,2240,1627
