test_no,rel,rel_clustered,l_rank,r_rank,l_rank_clustered,r_rank_clustered
5646,9513,170,1220266,286789,984276,266903
5647,9530,80,1126653,1843168,765575,1564217
5648,9549,7,84300,24686,37413,18942
5649,9551,2822,46343,70906,26352,47093
5650,9556,891,153384,1235726,513195,895729
5651,9564,43,3721,1442,1980,30985
5652,9587,738,115938,148115,136783,251977
5653,9595,32,654,196613,9698,15623
5655,9653,111,1027867,1021055,506552,1617413
5656,9654,1188,534,2588,5134,8534
5657,9673,1363,3,53,3435,2050
5658,9674,4413,753,667509,2170043,1042548
5659,9674,4413,390,12,505791,7824
5660,9674,4413,2153465,9,1897709,1743764
5661,9706,140,18663,640305,879150,1176907
5662,9708,3507,429,11795,652,16959
5663,9710,167,11989,797815,24631,369760
5665,9726,614,120614,113240,176169,1995295
5666,9739,457,3047,38,3563,102
5667,9753,429,6726,2662,9159,1769
5668,9754,249,103,482,234,95143
5669,9775,112,603,232,7804,1259
5670,9778,1525,817516,3901,64738,180673
5671,9791,111,16512,8755,8247,74442
5673,9811,1583,480745,39685,798,68789
5674,9817,1255,1840182,9540,1783568,872746
5675,9819,3741,170525,1841446,108590,1344591
5676,9856,111,21,72653,8131,1303457
5677,9857,565,514543,334222,194691,2114778
5678,9869,567,17,512,21557,700702
5679,9872,42,2150,2165,2474,1258
5680,9896,803,2112025,799091,1943811,571111
5681,9896,803,60234,6538,397289,3139
5682,9898,0,1353,10,5033,3683
5683,9899,66,15505,1897,17350,8343
5684,9903,106,12651,1324,10231,4718
5685,9918,2189,4948,160,79731,11489
5686,9919,620,14207,244945,1127376,1796949
5687,9922,398,14038,129674,29932,241033
5688,9923,3908,998,20382,21290,36261
5689,9924,144,15556,196936,650882,166695
5690,9927,511,454,98,28,35
5691,9945,579,747,557,8519,9150
5692,9965,111,265048,2155,95578,14388
5693,9973,4476,364295,1038947,41710,78135
5694,9996,8419,810604,8861,1141062,369087
5695,10001,3364,758719,1916981,620278,1626368
5696,10010,2707,477491,1995632,931594,1837051
5697,10022,8941,1422,73,944,261
5698,10035,629,173075,144285,715245,2004297
5699,10040,64,3739,2916,10509,1009323
5701,10077,291,803609,439641,843275,687420
5702,10083,1177,281,509,930359,88548
5703,10091,377,875,2773,257,5326
5704,10091,377,2959,460,27705,1195
5705,10092,241,145809,5089,142299,5420
5706,10112,1377,0,7,12712,581
5707,10121,1614,42217,149418,12001,50893
5708,10124,40,9543,33,68148,1405457
5709,10134,131,36,82911,366,171870
5710,10136,511,7386,1640,1056,33
5711,10152,2147,146782,908597,502864,1968099
5712,10182,17,804063,315483,905073,1791247
5713,10190,112,611,49313,844,38228
5714,10194,366,2094303,563863,1495430,1737895
5715,10201,940,25683,5107,51016,3615
5716,10205,620,1472102,295120,1618956,236839
5717,10238,1240,424787,154924,1669398,1867101
5718,10251,3420,2026498,2206931,2161883,1113284
5719,10258,950,380,17,798,137
5720,10268,666,271052,768,878767,910277
5721,10273,872,3721,6329,13,17915
5722,10295,235,710,1,2967,73
5723,10299,3099,493338,109698,1078583,634343
5724,10301,346,22644,277,62477,2466
5725,10312,2707,606,2452,368,12236
5726,10315,1177,155,22423,1117,13364
5727,10321,3418,223,135,13812,31906
5730,10354,1997,1861723,165373,1809650,699364
5731,10389,570,1361982,1712381,2065921,2028386
5732,10391,660,3049,41,2097,1954
5733,10398,37,1153,82,835,1309399
5734,10446,338,321881,11014,11829,101808
5735,10451,240,1623774,604864,1087879,1507901
5736,10466,2518,300602,6977,204751,7529
5737,10471,1060,2069,30,168378,67609
5738,10512,631,0,672,0,353
5739,10522,1944,966704,1843832,682890,1665019
5740,10526,437,380426,27176,60168,75449
5741,10527,1410,188397,1706921,408071,1483888
5743,10549,3741,5567,7156,5128,13853
5744,10578,2287,2543,11,9946,1042
5745,10581,453,156859,89692,159958,82729
5747,10612,891,64317,4509,9095,3194
5748,10616,863,191,2276,248,37614
5749,10639,8092,1087,9935,23820,19431
5750,10646,4470,316045,1957,486646,60161
5751,10647,0,120215,224650,861563,2162087
5752,10652,3102,443500,209299,299793,1254924
5753,10663,43,20893,496,37909,94672
5754,10676,365,15,248,7660,2208471
5755,10679,141,198957,90084,45163,7880
5756,10686,3296,52768,1991,279685,2508
5757,10690,267,13213,748,9533,378284
5758,10704,73,6308,7771,14776,10894
5759,10716,534,66142,2791,695099,115004
5760,10734,187,20168,74866,388173,254883
5761,10742,430,78,9423,665,2148
5762,10743,446,102653,227020,850781,518658
5763,10753,3286,849602,249425,641863,63796
5764,10768,3157,841849,397463,1611933,645873
5766,10798,68,4737,618,15755,144228
5767,10799,182,919,443,1095,93
5768,10812,725,1509816,7207,1658176,2008685
5769,10814,1604,3230,1,23998,1669
5770,10817,861,1597370,1287270,94311,382914
5771,10823,4542,4962,87,1282,349
5772,10844,731,2252689,528000,1289617,724744
5773,10858,68,716913,264133,190757,663281
5774,10881,211,202481,1938,188377,906
5775,10893,575,79,59,152,114
5776,10895,291,29,112,276,1389
5777,10906,139,246,146,6514,460
5778,10914,397,12193,48949,126676,25470
5779,10914,397,1105954,1192959,2116366,1867073
5780,10917,694,189259,18946,1601987,407090
5781,10942,579,21460,20138,42783,453996
5782,10945,1500,15916,5717,1511,4285
5783,10955,3631,1999172,1213510,1535229,1206533
5785,10977,4339,1673,1163467,13385,56040
5786,10998,153,3244,60906,51363,111716
5787,10999,83,10,7,2891,2936
5788,11026,240,1758411,352039,2217875,1436749
5789,11037,1212,9541,3063,1155,7515
5790,11077,364,9204,2948,112062,9605
5791,11082,4852,8417,72744,23489,100827
5792,11085,67,376344,158504,579489,427273
5793,11091,54,278429,1023,268759,1422505
5794,11102,614,3716,129531,8823,1210994
5795,11104,886,29173,192122,208880,620944
5796,11112,3043,812,8408,7437,23428
5797,11126,194,17828,34214,672585,154736
5798,11127,4163,7592,1469,10130,4153
5799,11142,90,312006,1265290,571911,1949260
5800,11143,3782,1635881,382002,1385150,897501
5801,11143,3782,318377,348,561631,876597
5802,11152,12,169730,708526,930444,1837605
5803,11159,8015,1170,183929,28689,142548
5804,11160,851,16,12,159,2365
5805,11162,3962,1749895,1997887,1693162,1719597
5807,11179,2491,23,67,670,790094
5808,11193,2372,2615,163,841,1939
5809,11226,2182,1643374,1800471,1089445,1924432
5810,11240,714,215,731,6496,5619
5811,11248,6495,855983,2103893,380815,1767046
5812,11253,432,65,100,4091,1175007
5813,11256,1056,2166348,512095,2211118,1527752
5814,11262,18,8524,434303,139750,167499
5815,11279,8291,41804,4484,31379,1775
5816,11281,2947,118223,1882951,349685,144520
5817,11287,4057,74820,1229595,1117799,157393
5818,11290,8096,544,5399,7799,3763
5819,11293,86,9050,106,270684,1742740
5821,11313,351,1783,13974,871,936
5822,11331,1113,458,0,68617,220706
5823,11334,607,89,473,100,238
5824,11348,720,44,37,106,39
5825,11369,364,35155,4,103701,188
5826,11416,465,542,408849,7642,164958
5827,11427,908,1041,3962,2226,5657
5828,11437,217,1946,24952,6251,94796
5830,11467,197,24,10687,2514,135147
5831,11470,18,2644,19988,110980,347536
5832,11472,1091,1590406,2168535,182062,355492
5833,11473,263,18158,3980,67367,20086
5834,11482,2079,34389,38825,41598,7782
5835,11486,2182,5332,137,158178,22133
5836,11492,295,1166,338,25279,2318
5837,11500,292,39001,295,78523,3425
5838,11520,306,285,702,1633,3917
5839,11541,293,79914,289,400155,1806824
5840,11542,2309,1913,4039,8672,6051
5841,11575,2179,21,20593,341366,1353016
5842,11579,1177,8345,694,109097,4093
5843,11592,1298,10443,1425,276561,1910871
5844,11597,181,1443626,1473718,232165,867830
5845,11610,7,62690,218,1609570,294250
5846,11647,8744,154,165,699,949
5847,11654,264,2250368,1587226,1875359,840799
5848,11665,2186,1674732,365334,2147154,566467
5849,11667,1636,1575,75382,806,49869
5850,11671,929,1466740,853197,1713245,196402
5851,11676,172,1050,4494,141,1511
5852,11695,2398,301,29598,2216238,390152
5853,11697,73,193,203,4864,1154
5854,11713,987,2575,1079,11292,6290
5855,11721,146,416615,449212,520223,1987507
5856,11734,83,1161163,1116061,1918182,1807894
5857,11734,83,417102,262568,406242,138809
5858,11772,5488,0,321,689,523
5859,11808,601,365,129631,43,26073
5860,11838,1126,54,83,88,190
5861,11845,2526,11556,60393,1868335,1713325
5862,11856,1573,16939,820,87055,19221
5863,11857,913,13677,7940,56085,1377290
5864,11859,98,2260,7792,6796,32507
5865,11861,570,41742,102,183524,73166
5866,11883,4534,1664022,2082546,2161193,2121717
5867,11887,71,16928,144163,1858325,1370284
5868,11899,455,1764,175126,6859,347767
5869,11916,3544,77,605,161758,662
5870,11927,1000,91,18950,1011,152483
5871,11928,458,514879,1576865,1953030,1267251
5872,11929,132,35,607,2233,11319
5873,11930,458,316790,2062,465047,9044
5874,11938,5986,1287,142,10057,1178
5875,11950,228,6972,1708,2889,7108
5876,11951,11228,24,5904,4648,629970
5877,11952,757,1547367,1284310,1804027,1745498
5878,11959,220,219,52,3413,13739
5879,12040,28,23791,3179,32847,22070
5880,12042,2863,381,572,285366,493
5881,12045,779,15,10,2293,11587
5882,12047,3949,5460,135752,3471,97228
5883,12056,43,1172144,65146,51698,35722
5884,12077,5080,1375,4535,1612377,702441
5885,12083,7142,1599220,1666406,883290,1943364
5886,12084,1604,2593,79990,12232,1421346
5887,12097,1593,13,1545,14627,769801
5888,12099,8,38283,39827,19043,1166820
5889,12104,11616,203922,30599,244419,70878
5890,12114,393,1505794,604719,1477666,830711
5891,12117,757,150108,6476,370049,24953
5892,12118,963,244015,174565,1557571,535585
5893,12133,3954,704,39511,81093,2152381
5894,12139,1418,39293,3609,172946,745478
5895,12146,497,5742,359599,1732,611592
5896,12182,2309,2255,1549,101832,8577
5897,12187,330,2783,707,1419938,18473
5898,12190,11171,337836,438281,297931,177864
5899,12234,306,1025,1125,1428158,35247
5900,12261,295,1461,10586,13729,167010
5901,12266,1282,4920,365,28979,27744
5902,12280,1510,904,982350,3765,95081
5903,12281,6748,2029977,1170310,1725018,430350
5904,12296,2275,28203,12602,234330,24720
5905,12299,489,1940571,847957,2172282,2189013
5906,12315,2193,52504,4678,23186,736
5907,12329,5334,20605,14,25794,10127
5908,12346,1399,756,146,996159,205343
5909,12363,2673,2756,7219,67269,825583
5910,12428,1290,4842,816,10448,27043
5911,12439,295,38,47,12,181
5912,12442,70,624,1,43183,3455
5913,12455,1165,1512369,316760,1239725,403719
5914,12467,722,1851454,1252882,1499422,1360054
5915,12484,565,87943,973735,299043,531919
5916,12489,541,46082,104,327227,10116
5917,12507,1997,248459,50,45904,20034
5918,12521,1736,1611517,1988087,1648998,2128493
5919,12525,7,9656,1559,220485,171
5920,12532,256,742097,2041316,1854618,2174931
5921,12550,1907,2048,6466,5699,8847
5922,12558,1575,39879,852,160169,144270
5923,12601,143,1796320,1031991,2173800,1920518
5924,12602,1997,1610829,837329,1381506,920665
5925,12608,5,2932,6461,3487,41577
5926,12653,167,106,670,15934,283941
5927,12671,773,42206,15890,38963,60014
5928,12672,2137,51602,241082,12077,16144
5929,12675,122,30155,1006,194240,8321
5930,12675,122,19971,171798,414436,606926
5931,12682,751,20603,2255,61362,15341
5932,12687,1556,56382,6078,417149,149669
5933,12701,1997,2073608,1741702,1725319,2073044
5934,12706,967,1979782,1303920,2120183,1271738
5935,12714,293,524,3456,1122,1727647
5936,12765,1217,2158,13334,97903,1786014
5937,12770,24,2978,1,441512,40050
5938,12789,338,1036,1,60317,81139
5939,12792,570,389915,1446,897717,1189342
5940,12800,2340,0,1568,162622,136875
5941,12801,74,273,3133,157446,291716
5942,12804,950,192,71,3073,169
5943,12804,950,34254,164,46087,154
5945,12820,50,367894,1788582,950688,2052125
5946,12833,5484,116677,262,2180908,1766810
5947,12834,288,79566,5319,185367,1328663
5948,12848,1091,113,63,151,150
5949,12848,1091,1545990,2047381,1510139,1031698
5950,12864,1615,519821,1276,35523,3758
5951,12890,725,2877,62435,1750405,735660
5952,12894,232,3227,25553,2444,15309
5953,12897,295,1066967,1336256,99037,741476
5954,12904,1263,21505,25564,1054,17038
5955,12913,193,283742,1974938,102691,623143
5956,12918,2774,4176,16850,20321,167218
5957,12919,1715,2548,5679,24891,10170
5958,12920,1060,866,1808,931201,1319763
5959,12925,64,1195153,2146603,1642417,2247523
5960,12928,502,193,2626,1918,8960
5961,12937,1997,3401,39,20288,17262
5962,12939,922,239,3,40305,2954
5963,12942,12,19273,54,47163,76619
5964,12961,3642,326,3869,654,9730
5965,12970,106,31355,1,101503,100509
5966,12990,1334,15373,79354,12902,32354
5967,13001,7978,2858,2459,2679,16732
5968,13010,2043,1095313,1713695,1121598,1185360
5969,13030,2186,1149,77,95670,2167974
5970,13031,1686,2263,8217,17886,9541
5971,13050,1,73,10621,2212,61261
5972,13057,723,3,1,14,743
5973,13063,1615,3526,895,6686,252
5974,13085,8675,274,175524,36690,232563
5975,13089,0,4026,31744,258,15338
5976,13104,4444,1375615,40156,2025784,1050232
5977,13108,389,24,515,18523,26231
5978,13110,1544,63563,42887,50109,1346819
5979,13125,922,573,925,224,19551
5980,13142,12365,220,1674,273,5044
5981,13154,139,1,511,1796413,963100
5982,13173,1958,4995,9929,1079,3571
5983,13193,692,558275,2229327,1701024,1484265
5984,13209,108,922,3486,12063,55774
5985,13210,54,195,10509,1163,5155
5986,13225,125,1942925,2259815,1354866,2078654
5987,13233,277,92952,2162,222151,13106
5988,13234,10805,5,0,271,3682
5989,13236,31,2363,81,7953,19062
5990,13238,3002,22536,6461,51719,87618
5991,13239,2095,5641,771,8814,2346
5992,13240,3689,1300,134083,517,17870
5993,13243,581,767459,19592,894848,15141
5994,13246,82,23,99,2317,7997
5995,13284,182,420897,1961735,1155521,1830032
5996,13286,3925,945,840,5404,22029
5997,13291,478,8423,10978,13669,41995
5998,13307,2320,1,0,536,114
5999,13334,27,640918,1363932,336684,1942798
6000,13338,434,834579,261049,3510,302838
6001,13347,4022,5887,648,6940,1108
6002,13349,891,2722,100151,3599,25348
6003,13367,532,14432,1376,20179,19928
6004,13384,43,2274,175,3696,270997
6005,13396,1418,2,3584,46852,101554
6006,13397,2392,63,63,170179,7912
6007,13407,74,390326,9106,428263,119565
6008,13427,226,585,457,243,5671
6009,13436,486,635093,143,78301,73
6010,13444,404,181,4601,12084,337239
6011,13459,669,7609,2797,8459,2535
6012,13476,748,552341,212132,977540,160535
6013,13482,109,927028,2160144,1882134,1532059
6014,13490,2715,5703,58,13591,16
6015,13506,2304,177,401,2196,822
6016,13520,5986,98362,18712,51224,26274
6017,13523,6801,556742,982877,409686,1408170
6018,13530,0,121992,13392,2060869,112745
6019,13536,694,8161,4653,3519,5193
6020,13552,10,796429,2082337,1485204,1861192
6021,13560,5235,1384745,1738910,688591,1210819
6022,13563,4477,416402,458442,7972,632135
6023,13565,2320,2297,3494,49780,39319
6024,13592,198,1895451,914247,1798969,1171474
6025,13595,821,2022,20,201324,11644
6026,13604,1232,12411,482,518258,48378
6027,13611,218,13,10988,3178,464443
6028,13639,922,7080,4186,6255,1783
6029,13647,601,90087,33817,4352,20671
6030,13657,32,1755,47948,9519,258937
6031,13662,458,18,92,3771,483
6032,13664,26,1549150,784008,1460511,433331
6033,13675,629,202616,796,322262,139905
6034,13685,11295,10175,6856,4045,3586
6035,13695,721,147,196,1603,116
6036,13710,751,198,65,8276,1402
6037,13728,114,1833,2221,13606,392
6038,13732,241,1030304,15089,967627,25709
6039,13734,1550,1899894,1392248,2178962,1646194
6040,13753,229,806789,1936701,836207,2163672
6041,13759,446,2816,126347,96689,2096961
6042,13792,835,1056759,65481,1330157,787857
6043,13798,129,412252,903140,1644682,516347
6044,13802,3,13122,3,59339,45931
6045,13810,631,39,21,1796102,754098
6046,13812,590,439,745,1137,1366
6047,13816,351,1398322,687602,47883,37316
6048,13855,5209,164,144,48972,573546
6049,13857,175,455849,56199,616778,343704
6050,13858,144,983766,1072900,1455719,561486
6051,13860,1497,13,1577,7,684
6052,13864,0,1791088,1923820,1851200,2180854
6053,13881,4313,1361938,1104803,1506166,1906342
6054,13887,1294,39971,55,50073,2030212
6055,13900,217,205814,37077,80665,1634062
6056,13902,489,88,65,1986,1192
6057,13917,8159,1157297,634338,1926331,1057024
6058,13928,1936,342918,1683242,1042197,1198173
6059,13950,8796,359,31,88,259
6060,13979,2129,1066872,23723,1865772,216241
6061,13993,16,1401443,625130,975743,489884
6062,13996,308,145105,36,978117,1431560
6063,14016,1177,154,21,1961,261
6064,14016,1177,501,21204,2258,2684
6065,14055,678,38,566682,86565,320548
6066,14068,2,1406,5,1183,20189
6067,14069,8845,15004,128,22887,318
6068,14084,779,114722,2831,13716,851239
6069,14086,766,3,101,876,1160
6070,14086,766,114917,437,1967597,13276
6071,14094,73,6583,11527,17,2897
6072,14109,1502,1838730,689332,2121553,1216583
6073,14113,249,6214,56547,103,3507
6074,14157,387,53,79,307,211016
6075,14160,56,74,109,13996,3715
6076,14189,3797,4,0,838765,63097
6077,14190,359,67218,1247,475282,923767
6078,14206,1929,132891,808098,1548320,2112562
6079,14212,667,1287962,33803,715386,194895
6081,14222,6712,927133,173613,681049,1272333
6082,14237,226,4022,72692,29576,72214
6083,14243,3364,762,4480,346888,242156
6084,14264,197,194185,507,52847,6092
6085,14291,23,130,32,1609,28520
6086,14300,2252,3640,1615,956,257
6087,14320,62,12459,783,10313,206
6088,14324,247,173636,52218,31349,1229908
6089,14338,4851,327,27940,4652,37436
6090,14348,679,53797,328975,1296136,401243
6091,14354,5825,1571,2123,971,106617
6092,14358,1486,2011325,2201572,1713385,2125252
6094,14407,2358,0,558,126,34
6095,14442,570,3556,2098,1723,10735
6096,14448,12,2197,5,2837,37287
6097,14470,93,0,210,29123,206938
6098,14486,111,0,25,9516,42241
6099,14490,3954,591621,628922,1360883,1289451
6100,14497,134,25947,7920,952424,616510
6103,14583,9526,9075,124767,9280,48958
6104,14590,2057,4328,79921,106643,902329
6105,14592,950,32,8,1391,237
6106,14631,4589,0,350,913,72
6107,14678,1783,4469,41074,1147,2286
6108,14709,241,3298,10768,6918,2917
6109,14710,617,5613,65,4825,51
6110,14749,6664,933691,157530,868812,116164
6112,14774,106,662,13767,7607,75252
6113,14784,4010,65545,2528,39091,14997
6114,14787,4443,2159990,1414506,2244501,1989771
6115,14793,3689,6,221,10,10794
6116,14793,3689,1533570,1297196,1584059,1179955
6117,14815,362,9400,6033,4438,5431
6118,14818,2096,256,11961,816,23
6119,14823,45,1788787,1550331,1676042,2095987
6120,14825,338,201498,1434376,528728,1337004
6121,14828,172,309560,243566,123548,658039
6122,14828,172,1872770,2054271,602128,587712
6123,14832,9177,23,0,918,1
6124,14834,458,4,82,5018,91
6125,14847,517,2248916,2110937,2060365,1814671
6126,14851,31,9393,1688,56008,15892
6127,14854,2391,684,315,1745695,4450
6128,14857,453,281,251295,113,24879
6129,14863,1263,4831,126340,650868,921951
6130,14882,559,32,161,23,448
6131,14891,2039,235709,502618,231957,189839
6132,14912,46,37152,16442,162153,1283920
6133,14950,13886,2832,493,1218,15
6134,14961,868,1677,904,3877,4051
6135,14968,197,116,562,552,26158
6136,14995,42,85098,337384,89609,616737
6138,15008,9362,1,3,5123,9552
6139,15023,394,1488,73,9434,13416
6140,15036,4395,43546,1223347,82213,591118
6141,15039,437,45571,1567,755525,1132409
6142,15053,404,9332,3,971418,1692873
6143,15060,608,1112893,6755,2225251,463938
6144,15061,578,6994,14,23054,82
6145,15072,10915,29142,31597,7034,8132
6146,15072,10915,510386,55129,56117,7943
6147,15073,333,27899,14855,11360,1597
6148,15077,1636,1698,48674,3795,46499
6149,15084,502,19321,90289,9993,574413
6150,15086,497,59,809,81322,54634
6151,15089,111,311249,53699,288858,1087837
6152,15094,168,1566,700960,285077,40677
6153,15101,1278,119263,26900,69009,880570
6154,15130,614,1545,5,815492,6098
6155,15134,1525,451980,1487296,789578,1994201
6156,15137,631,27,452,602,3223
6157,15150,462,4197,945,2131,1595
6158,15153,66,401406,869,73818,527712
6159,15235,7012,1048509,229207,1370051,363701
6160,15245,4163,121,15,134305,89951
6161,15249,79,39882,1884,308011,4252
6163,15275,32,4048,7263,3485,182860
6164,15277,6798,1174,1527,259,11950
6165,15321,506,859500,507255,1625262,140688
6166,15322,3727,339712,4209,276801,1365
6167,15340,922,2,1,178,61
6168,15372,995,31,1,40,5943
6169,15379,1873,3065,25040,1065599,1776848
6170,15393,197,3988,76,45231,7452
6171,15395,289,1,19,29112,1487
6172,15400,705,1177016,378299,1929192,1032431
6173,15429,886,20132,196625,1357,463336
6174,15435,2448,23537,134,22618,244
6175,15460,1510,352318,3099,1408024,2074891
6176,15468,2615,193,128,7471,52
6177,15518,2179,57299,860220,863939,213048
6178,15521,541,167,693,787,1793
6179,15556,4477,25775,494,17722,37554
6180,15582,68,2284,21,6758,431
6181,15586,11512,3989,45975,1761183,112902
6182,15590,386,1317,684,141696,15
6183,15595,13279,203,9,63286,2648
6184,15620,1362,694,293,1072929,884926
6185,15623,2416,24,331,882,3628
6186,15637,263,1327456,3988,1035135,86999
6187,15641,176,6943,255,21087,4066
6188,15648,11295,2801,776124,1027,248750
6189,15689,407,61,824,834,100491
6190,15720,11,2219977,2185877,2262692,2225526
6191,15724,3262,482,202,160,174
6192,15729,6735,23990,103,107748,924
6193,15739,458,105,200,349,108
6194,15831,3898,26499,360705,1521377,1054860
6195,15832,346,203233,179526,1315733,775348
6196,15838,168,341101,1873514,2185250,1965391
6197,15839,462,2169,198,14,109
6198,15865,7590,112,35,2279,1441
6199,15889,142,3233,408,1288,28
6200,15918,22,1061732,538934,1629768,637557
6201,15926,648,139627,305,1077469,1074086
6202,15939,1650,787,1862391,16721,1564918
6203,15957,757,133,184,4975,6304
6204,15979,1337,258,523,1962,4502
6205,15984,2182,158674,2908,11711,21882
6206,15987,7824,1491,1669985,18527,28113
6207,16001,63,136658,1549562,707741,765426
6208,16002,108,155,29184,4663,15327
6210,16042,3065,83590,1696085,1007925,1377497
6211,16059,267,308,81,1069,6176
6212,16065,2883,629,1100,1297,4092
6213,16068,197,1579,47214,26124,321803
6214,16108,940,248,9649,561,3094
6216,16171,2336,17849,94,10875,10
6217,16181,1636,429,49563,2021,611498
6218,16194,581,143,127,5339,5479
6219,16199,433,2007670,657242,1768024,1412598
6220,16199,433,1344325,69747,846834,1370007
6221,16209,1729,55820,1245,30969,1295
6222,16210,1177,318,1,1783,3849
6223,16219,669,18786,4,77023,3328
6224,16241,1270,2758,64,20140,1083
6225,16253,366,15,351278,1409683,720865
6226,16254,9608,522,398,3,113
6227,16263,319,6742,456,179652,3302
6228,16265,263,3984,1950,19127,5323
6229,16282,1837,576,4,2252,203
6230,16332,746,44472,393953,8655,571995
6231,16347,11420,38,164,101,17
6232,16359,3181,100716,6674,79389,5900
6233,16378,5307,1611,937,19140,2096
6234,16393,3260,734,510,516,11385
6235,16397,3059,16375,6351,50202,16233
6236,16415,5,1130,355,13509,157
6237,16443,54,2024228,1375230,1516342,1173587
6238,16445,11729,11410,108843,30974,342672
6240,16462,2355,0,339,60379,138672
6241,16467,669,1131465,477437,2061476,1474893
6242,16472,9,3502,38066,32326,682168
6243,16476,2693,940707,1076993,165636,287973
6244,16504,4217,132499,6444,161509,16136
6245,16504,4217,361361,165061,40453,1761349
6246,16521,7643,1307,155,3553,3145
6247,16539,4852,465551,20211,225414,337606
6248,16541,1771,782186,1377981,1110674,1158813
6249,16551,2816,22827,1502046,73488,1337777
6250,16552,851,177327,43645,864440,10300
6251,16564,27,35104,313,255723,18774
6252,16584,2350,263927,753,352226,2400
6253,16588,359,211468,78718,260166,346756
6254,16606,133,401325,13400,881017,1794392
6255,16615,9881,100,9745,658,3829
6256,16618,397,1097367,334705,1868197,1808039
6257,16622,1363,3449,73,1539,185
6258,16627,5691,246059,7890,577487,41457
6259,16635,453,7289,282,4395,254224
6260,16635,453,1367461,1498702,1555575,1507068
6261,16652,6714,6137,3232,25669,9055
6262,16661,1514,347,3,300099,3405
6263,16677,3232,184684,390,10996,1247
6264,16713,1487,845,97,5434,489
6265,16720,1508,6743,261353,175824,129881
6266,16721,1993,1244006,864321,1371268,1649065
6267,16733,6784,24636,1218674,54371,247843
6268,16738,154,18497,656,4605,35924
6269,16742,12,96079,114,77086,136383
6270,16746,620,8102,181655,328,27651
6271,16765,669,967433,558917,720950,2108268
6272,16775,1222,1314,8626,275,12762
6273,16777,359,720,888,113873,39562
6274,16800,1514,505,5,15171,77362
6275,16810,705,15027,1211,103664,3127
6276,16834,7986,434,16,10623,20148
6277,16835,4251,2488,303,2863,11962
6278,16852,979,31971,10062,8547,14557
6279,16857,4467,26283,49,1628,14095
6280,16880,220,366,9,1895,61
6281,16892,2721,1,32,51,420912
6282,16932,2304,427,1134,21221,53910
6283,16939,359,31189,764,24634,2046830
6284,16951,570,424912,448265,26377,94195
6285,16955,168,2523,958,9359,40110
6286,16960,199,54394,180,10230,93676
6287,16962,13247,2851,5778,3330,2617
6288,16965,11595,1789084,351492,2247546,1372710
6289,16967,12,11,424,339,2831
6290,16972,256,419,769367,35960,2185400
6292,17007,5,91051,946847,915834,1901421
6293,17018,2348,1098669,2262066,1670878,2235955
6294,17050,1530,2225264,1346997,2010746,1167671
6295,17092,8441,660066,1331265,1691588,1621884
6296,17100,20,492589,1836490,1080941,1927657
6297,17108,429,473527,15274,25295,15228
6298,17115,42,535641,81330,4816,6167
6299,17138,345,36,4042,46698,26586
6300,17179,1766,2142,8667,14831,193740
6301,17193,593,386,27707,2064,6190
6302,17196,1042,134,263163,86527,366162
6303,17213,692,161,1288,2124513,1052268
6304,17239,80,1161,23389,32339,33395
6305,17247,13146,4,8,1772104,879164
6306,17248,132,1230,2217,9806,170639
6307,17259,0,188649,258,4759,274241
6308,17304,432,93276,44937,1707062,1338045
6309,17305,1042,3,230,4709,430833
6310,17317,724,2065217,2079882,2174445,2201299
6311,17342,4196,5993,64,2047134,1718407
6312,17371,256,168,168,9751,1919157
6314,17406,64,17,533,389,4975
6315,17417,568,184,2275,11160,79180
6316,17428,15702,2,1023,1196218,1875671
6317,17432,63,75,3586,11572,19181
6318,17440,112,1254862,1828866,1769579,323749
6319,17441,330,1574645,13885,463512,765474
6320,17445,543,396,1828,26741,230823
6321,17478,2014,644,282152,500,17137
6322,17530,3327,558168,1230,1009818,1558773
6323,17532,623,111414,249132,790021,1715192
6324,17643,2779,681,1,23783,457
6325,17654,944,128307,353138,146737,437709
6326,17677,1418,102753,27169,1205756,150306
6327,17749,338,326672,436562,1399074,1277678
6328,17764,236,1165,163,3647,65382
6329,17791,949,8960,162,15848,25
6330,17794,0,447,5463,1621,44490
6331,17864,132,62060,4702,21721,56706
6333,17911,940,13166,1971,283980,5456
6335,17915,160,163719,857489,1137469,57430
6336,17945,555,187878,4219,1812937,35938
6337,17956,291,1338,128,10782,16400
6338,17972,451,97,1,222758,12142
6339,17977,772,9,1,56,435
6340,17997,2863,3742,7776,10678,10541
6341,18001,1828,1899,1324,6470,10758
6342,18012,3741,16,7350,230,51902
6343,18022,2879,131381,211,144542,623110
6344,18024,1365,3513,45408,1423804,300635
6345,18038,979,0,690,23300,289580
6346,18040,1514,130,109,313940,6242
6347,18067,511,1546303,186869,124653,3450
6348,18069,1,138,634,44507,40572
6349,18075,1681,16359,1134588,4306,270122
6350,18076,125,27082,27066,98348,364713
6351,18079,3852,235052,503299,1403429,321733
6352,18090,2714,27890,573,12944,1029
6354,18116,706,606,48,76219,77786
6355,18124,2949,454,280,454,1163
6356,18132,1512,72662,120404,105966,739
6357,18133,249,14988,1807836,10835,1391216
6358,18140,1489,1182,1858,12840,34260
6359,18148,1255,10957,1581,2230045,418966
6360,18157,46,1530442,838255,1970595,1310485
6361,18168,5,144947,1268,273117,24029
6362,18179,2117,877059,732986,354217,228860
6363,18185,1840,45174,223056,38706,148574
