id,l_rank,r_rank,index,h,t,r
3320,1294,63,4787,4305,967,916
3321,697474,10484,913,546501,671,916
3322,9744,971,8631,19087,28,919
3323,13,551,5365,22620,575,919
3324,62,17,8234,9531,74190,920
3325,4471,2217,5927,12070,8485,920
3326,62,7,2076,52534,4991,920
3327,115,2,2402,58178,4462,920
3328,61414,910757,880,121,2263514,921
3329,3108,330,9041,11268,16673,922
3330,11527,407711,9194,16722,425299,922
3331,259325,154099,2581,104055,959202,922
3332,979016,2075504,682,545785,269084,922
3333,1799620,55177,7312,1161465,4279,925
3334,1076988,7477,4418,681918,688191,927
3335,126119,622265,3931,136,909360,928
3336,3330,289910,3746,5058,141958,928
3337,11128,50415,5299,47347,100904,928
3338,78235,959829,9969,725499,12294,928
3339,622339,118069,6280,7085,1080892,929
3340,17401,18,4330,82552,116811,929
3341,14009,1720037,8928,2866,939725,931
3342,106194,0,2069,141958,980,932
3343,444,255,3084,5336,546,933
3344,49353,147062,5098,33,788890,934
3345,43521,5583,652,545652,54,935
3346,2984,1,3928,57276,11270,936
3347,27971,16597,3178,125367,68206,936
3348,1504,47,829,9515,2139,937
3349,147613,8987,6343,164953,65586,937
3350,4355,551104,6986,845,572636,938
3351,1682611,1556156,4719,863,1123744,938
3352,264766,296815,2602,60153,53140,938
3353,9418,4,7547,85074,9228,939
3354,14971,1266637,4050,949,95240,942
3355,25224,181,75,107263,621,942
3356,119905,221,8407,58464,3316,943
3357,1611,589,2916,281,48915,945
3358,63063,21,3470,64806,61764,946
3359,1980,1666,5364,3736,1845,947
3360,37214,28,6263,2263122,380583,948
3361,64575,1,6337,2263124,61673,948
3362,39062,21,6452,2263128,940820,948
3363,147326,4996,7132,95387,2209,949
3364,603,9,5833,7661,26,950
3365,1242480,482179,4968,116430,1126512,953
3366,601,3808,7104,23239,2202,955
3367,698,2,6178,1074462,51187,955
3368,246,301,91,2572,922063,956
3369,3,11893,5354,1458,149033,957
3370,3171,639,7911,9949,1592,958
3371,677,76145,3076,91,175312,959
3372,238535,1405941,2371,839263,951,959
3373,23082,9588,49,56156,6812,960
3374,8592,2065,7337,12,175078,961
3375,209537,431,2126,838388,867,961
3376,2556,26285,9189,315,20656,962
3377,64591,21651,3092,250311,64996,962
3378,258690,42724,4134,172759,70894,965
3379,34477,825021,9912,12,120320,966
3380,1595,3468,3277,2683,77772,966
3381,158,1770,8562,2765,1732,966
3382,466447,2033064,2042,141937,341734,967
3383,1974932,583,4383,233667,235321,967
3384,953,301308,100,1359,1433414,969
3385,876566,39,6500,567701,45942,972
3386,20,376,9732,329,2636,975
3387,1406,258,8996,1636,6052,976
3388,6568,2968,293,11207,362,976
3389,192538,10329,3929,217812,737,976
3390,633,52,5666,2,144864,977
3391,491,415,3718,1589,2869,977
3392,62,168,4880,193092,17719,978
3393,93,2002,5401,477457,121990,978
3394,1465,55,1932,4244,706,979
3395,10144,2407,6442,46012,11060,979
3396,16670,1522,2918,4952,173,980
3397,533605,1506915,1924,49338,339907,983
3398,2019,16812,2656,1,3623,984
3399,1767642,945663,4688,854382,2263723,985
3400,75002,117856,544,120084,29615,986
3401,351085,1634487,1805,203630,93771,986
3402,374208,1425126,9668,941150,2054,986
3403,17061,38560,9539,3290,61602,988
3404,16462,2121,6262,19420,7974,989
3405,403,12088,5057,738,975,990
3406,9664,14,213,2366,223003,990
3407,1228355,106900,2792,470066,59243,990
3408,1181533,110241,5900,478684,521908,993
3409,37,2987,8814,579799,4971,993
3410,949056,34789,2519,839983,7546,993
3411,3574,568,473,6591,1867,995
3412,0,14253,3580,326176,1087391,998
3413,18322,519,7102,2202,2327,1000
3414,2023977,140010,1809,65942,820330,1000
3415,2043,11961,2767,71687,32819,1000
3416,1,1403,5352,4383,54089,1001
3417,1086523,1039207,6182,1074506,6352,1004
3418,706,347,4732,922,1351,1009
3419,902355,2692,5450,142854,2135,1009
3420,176,1425988,9421,112,240480,1012
3421,39966,115,9821,330761,24082,1013
3422,1008,20095,4119,2126,327,1015
3423,1110354,1987394,1314,49307,582070,1015
3424,320217,57704,8451,488673,21,1015
3425,5875,333186,5223,1908,84571,1019
3426,15041,2051,9651,7242,24,1019
3427,83,454,1669,534,4747,1020
3428,1947,77972,408,165,228160,1021
3429,7200,458256,2441,1213,481380,1021
3430,485,19042,8387,2550,2699,1022
3431,113,43109,794,27448,234068,1023
3432,4142,160643,1674,834668,534,1023
3433,184659,549337,4226,851113,699693,1023
3434,194,186,2478,78,1123108,1024
3435,835020,980,1150,664702,9159,1027
3436,438,289,5146,1162,41,1028
3437,859,26,3439,66025,795,1028
3438,45855,722,456,661297,2697,1029
3439,581519,1247908,6104,299266,719,1031
3440,114,3874,1770,36,8999,1032
3441,3,46244,2414,8582,2263639,1034
3442,1034872,507369,6745,740,565913,1035
3443,74505,1313457,7840,39,2263849,1036
3444,860,6,5768,1801,8792,1037
3445,4060,60,7029,2657,495840,1037
3446,36614,800789,7394,165573,50046,1038
3447,38210,281901,6464,206002,484264,1038
3448,9929,2366,9311,4027,6994,1039
3449,54959,30374,7787,372008,76377,1039
3450,43322,206788,6226,56416,8906,1040
3451,241,1214063,3912,136302,249026,1041
3452,0,6305,3901,3208,1037,1043
3453,2875,540,1355,5604,5140,1046
3454,1291,2,774,3651,74,1047
3455,33377,60,6528,63789,2775,1047
3456,5445,4,1565,3875,56,1049
3457,212537,403846,1042,74834,478242,1049
3458,2829,185489,2631,1,28731,1050
3459,679,2947,922,2702,440,1050
3460,2083,589130,2749,3872,128713,1050
3461,2117918,1026105,25,190811,1366662,1050
3462,5177,350101,6574,28240,96235,1051
3463,26,32,95,190481,1579,1052
3464,4441,1179,1430,115769,7780,1053
3465,939652,582609,7674,106,351007,1055
3466,416,26454,4476,598,15883,1055
3467,8817,3627,7469,2885,312,1056
3468,13635,155,6895,7441,2017,1056
3469,21387,5411,5571,688241,1147,1059
3470,4456,50,9452,319,198176,1060
3471,896,53435,1482,1173,25047,1061
3472,547,1,6475,2291,1482,1062
3473,227632,1322030,5788,9911,1436094,1062
3474,148745,7,3131,142227,1482,1062
3475,3279,250015,1706,191635,14526,1062
3476,940391,1615346,4195,1283180,81004,1062
3477,4156,118638,1263,12174,33242,1063
3478,66,523,203,7029,7683,1071
3479,65,1247,204,7029,37319,1071
3480,4394,19,8284,14749,11043,1071
3481,12020,933904,3219,44610,2263663,1071
3482,69457,3107,381,16269,18721,1077
3483,1323088,243980,1189,293876,11559,1077
3484,768684,12564,1017,73216,6863,1078
3485,2138293,445675,1137,918182,2263524,1078
3486,1161,1044,5644,15599,495197,1079
3487,7803,19338,7403,13362,4276,1082
3488,81059,3992,5954,1726,158381,1084
3489,130448,3385,2710,41272,9800,1085
3490,1171438,481635,9581,190,736862,1087
3491,8870,1107,533,1725,1400,1087
3492,9265,539,4827,12178,1400,1087
3493,24746,633301,9907,15757,331032,1087
3494,16,218916,1311,831741,2263532,1089
3495,99551,609,4379,327309,4524,1090
3496,1617,88868,1524,2057,134914,1091
3497,3595,0,2745,408994,10062,1092
3498,403763,1188287,4402,13530,132767,1095
3499,3844,879,6098,38078,157663,1095
3500,4585,241,4776,855140,1423,1096
3501,775460,129803,4052,156320,10748,1097
3502,2133487,1637454,6234,219447,2263779,1099
3503,1588042,60002,8053,108678,680902,1100
3504,5817,2420,8064,25244,477,1101
3505,9799,3486,1291,97510,23065,1105
3506,106,47,342,1387,478,1106
3507,4130,336187,4488,364593,2263714,1109
3508,43,36,3124,953,21909,1110
3509,696,2886,327,726,69064,1112
3510,1904,307,3168,50928,402,1112
3511,8380,268457,5353,4383,2263748,1113
3512,17185,28294,267,97402,44647,1114
3513,2971,51635,4255,3623,258612,1116
3514,2038896,1769417,6514,2263129,69299,1116
3515,6265,79,8043,15969,9765,1118
3516,94095,11,3028,409528,113174,1119
3517,681,798,3097,420,40,1120
3518,1633897,1485083,8279,2565,2263865,1120
3519,110892,0,2434,270760,2177,1122
3520,323,0,7977,3199,2192,1126
3521,1335037,177651,9576,270767,862350,1126
3522,27,53,265,135448,497156,1129
3523,838090,27422,4157,297051,36910,1129
3524,7355,6418,7198,8500,62706,1130
3525,165029,4847,8759,20635,909588,1133
3526,3315,1,1239,91810,26037,1133
3527,6234,279374,9842,18537,72232,1134
3528,19910,16792,9464,319597,448850,1134
3529,504801,14780,2837,8539,999597,1138
3530,31,1,3584,15312,184971,1138
3531,37,1065,8063,33474,5973,1138
3532,0,5,3766,2048,17962,1141
3533,0,39055,3088,2436,451,1142
3534,1,1264406,3087,2436,555680,1142
3535,2,1357769,3086,2436,1022485,1142
3536,0,1200476,3085,2436,1152333,1142
3537,1014157,1041113,7353,206781,521797,1143
3538,599959,1857953,9295,592,514644,1146
3539,1678924,631975,5881,23375,517413,1146
3540,586975,1633784,7025,877719,659085,1146
3541,371602,796467,1691,668381,6985,1147
3542,104,3,7340,12,355,1148
3543,2193374,919221,7447,44703,1260075,1148
3544,45786,1563,4877,87116,15829,1149
3545,353719,925003,1270,406158,9821,1149
3546,1303408,623766,4063,30286,461358,1151
3547,310202,1466910,2584,672268,88701,1152
3548,541437,6152,1731,323970,27,1153
3549,15,4322,9383,11579,65173,1155
3550,13702,11994,2943,97656,59,1156
3551,1,0,3649,129,8585,1157
3552,392,175509,3276,2683,588734,1158
3553,91269,855,642,180891,148,1159
3554,16179,1766,7864,35631,588,1160
3555,28608,433,187,13515,51,1161
3556,23,222,5436,114,8227,1162
3557,54,38,820,192,482,1162
3558,825,42763,5306,16951,166638,1162
3559,13290,7058,8003,66318,3218,1164
3560,11684,21862,8186,54654,18818,1165
3561,2218807,2254118,5500,6034,465252,1166
3562,887432,176046,1072,465686,951275,1166
3563,358,69,4034,321,19,1167
3564,649,1318,9838,3203,3134,1167
3565,6058,69282,1127,808,593814,1168
3566,1588734,1755080,9963,6449,2263914,1171
3567,6349,109104,5696,2,133075,1172
3568,3693,206,4152,47972,6350,1172
3569,2101,17726,9990,3172,26269,1174
3570,150341,154359,6066,143015,2118,1174
3571,1792592,18154,4000,1056775,196162,1176
3572,998524,819108,7310,703302,2263830,1177
3573,38675,19451,8059,887869,76431,1177
3574,67732,24456,5051,136563,67397,1178
3575,382279,181104,2137,837840,12999,1178
3576,677,9337,3185,5,5804,1180
3577,77,6,7675,106,1357,1180
3578,292,21,4588,2911,2825,1180
3579,29773,90439,6638,14556,6601,1181
3580,775,429,8380,183,34568,1183
3581,635,2,221,6916,73347,1185
3582,31636,36024,2490,42907,196546,1185
3583,191,3974,8352,17142,17557,1186
3584,4229,1042,5268,1138,1466,1188
3585,354942,1911,5792,67478,58000,1188
3586,890,275,9121,14,144635,1189
3587,1543397,2136451,1761,62357,430862,1189
3588,1715878,202811,9974,423356,662712,1189
3589,1088593,350852,5770,298827,236678,1190
3590,1866134,1943777,153,590,2263495,1192
3591,212066,219644,7020,331786,9000,1192
3592,5882,1432,9731,437,1209,1194
3593,1044,7760,6196,7,7592,1195
3594,0,132,1959,17299,6880,1199
3595,230676,9873,6976,699780,7179,1199
3596,220962,95468,6282,1075861,102140,1199
3597,2080,71,239,202829,36076,1200
3598,186,58,3588,472395,23951,1200
3599,15470,337,7476,1094154,4743,1200
3600,34037,68,1002,1263109,23592,1200
3601,8572,5,284,12705,1558,1201
3602,4519,510,4999,7052,1974,1202
3603,23,27,3953,1543,301,1204
3604,714730,509,3891,678852,588340,1205
3605,1837,5118,7637,2283,13452,1206
3606,222,5769,4066,2498,43447,1206
3607,180,16,471,493,35165,1211
3608,1396508,1072537,6597,2263133,210,1213
3609,624,1828,7669,106,640,1214
3610,982,68163,703,216,131196,1214
3611,9048,127870,7688,2636,132106,1214
3612,1989863,2124898,3525,846479,111810,1215
3613,165,409,5461,616,138,1216
3614,378350,3245,8503,48859,337691,1216
3615,600,2760,7812,14877,103568,1219
3616,2030565,518888,6134,20745,1436701,1220
3617,8060,39221,7882,486696,132155,1221
3618,18947,970,4307,107935,734816,1222
3619,1520538,2040227,3597,163959,30772,1226
3620,1810,270,4133,4098,28545,1228
3621,58439,941211,9900,420343,425643,1229
3622,15864,185,325,190978,7840,1231
3623,1506,490,6799,16133,1562,1234
3624,261,125,999,2467,9995,1236
3625,1013,21327,9867,227,175922,1237
3626,34018,71570,9346,123961,2669,1237
3627,23,3236,1944,1184,3782,1243
3628,3475,659,7986,886844,3937,1248
3629,48989,315941,7478,13461,154801,1251
3630,1123021,293492,7642,967,1434471,1252
3631,1169832,182673,1410,107516,564837,1253
3632,1695685,147,2791,841095,20381,1253
3633,1002,1532,8051,3720,1027,1254
3634,48930,1381194,8548,385,377767,1255
3635,1516510,798153,4573,30291,2263720,1255
3636,4320,18350,9782,4270,106200,1257
3637,7,21,4923,38049,89115,1259
3638,226171,487075,615,14800,235434,1260
3639,661,5,1044,2104,497570,1263
3640,1208,538,3812,111856,8554,1267
3641,4575,2706,3607,8947,313,1270
3642,78775,221084,990,359297,347959,1270
3643,149830,79,8076,2263162,840290,1270
3644,108054,139163,5824,1952,191944,1274
3645,34,846,2616,1,2088,1275
3646,880,89290,5148,1162,109681,1276
3647,120233,8219,4997,34849,2660,1276
3648,35207,29704,8001,1536,24521,1277
3649,6925,4301,8775,407,57920,1278
3650,358,422,3424,1690,6,1281
3651,5,5352,9145,4198,72005,1284
3652,2,414117,757,5308,142524,1284
3653,1232977,1546884,6278,478836,10448,1286
3654,113526,148514,776,269153,12150,1287
3655,95950,10062,8748,40431,18730,1291
3656,637046,3152,7660,301897,54,1293
3657,35,11611,8836,10137,71633,1294
3658,811959,1092648,1188,1035460,2028,1297
3659,13896,1867,9714,5543,23086,1299
3660,1190981,1171964,2079,670747,405228,1303
3661,2130355,1282608,8790,893266,12079,1303
3662,23,3961,7804,8215,38099,1305
3663,163,103,5626,307,3741,1306
3664,5071,6232,3699,349,1442,1308
3665,619372,33585,7188,150139,939662,1309
3666,2249892,113803,7046,700543,256383,1309
3667,0,645,697,3319,463,1311
3668,1,332,698,3319,2132,1311
3669,508,29,6394,395,12319,1313
3670,540369,172954,3918,13,716022,1315
3671,27058,114,199,321933,14595,1315
3672,2779,1340695,8968,15531,122711,1318
3673,4174,7382,6609,21696,1431606,1319
3674,250690,314119,7222,28731,2263823,1319
3675,1738,3657,251,921,2434,1323
3676,4755,212,383,11135,47,1323
3677,704,393,3612,5952,72392,1327
3678,2616,40,4550,7938,10521,1327
3679,1530,107,6416,9527,1020,1333
3680,633946,909801,8594,303022,15432,1333
3681,714393,450412,7215,420129,7013,1334
3682,5438,363,1719,37980,21413,1335
3683,90587,1165,4576,1286407,21413,1335
3684,111,972,878,121,71160,1337
3685,67946,101,6686,116790,175,1338
3686,27,2395,7875,112643,10810,1339
3687,6700,1207,4789,6033,883,1340
3688,377672,13926,3916,1056263,7615,1340
3689,925215,907745,5967,92356,577577,1341
3690,3313,589,7336,12,605,1342
3691,7220,18495,7345,12,41486,1342
3692,1252,869,7323,1331,6903,1342
3693,2710,37,669,84361,4319,1343
3694,539907,73534,2087,2263080,17053,1343
3695,4982,710390,7678,1133,406564,1344
3696,40763,319939,2990,82438,21963,1345
3697,150177,4001,9423,317720,93,1351
3698,26457,209,1104,48617,1911,1356
3699,1464849,817600,9764,24277,441930,1357
3700,1721,256,4373,48032,4392,1359
3701,457,574,4594,34,1456,1360
3702,749428,1190709,1366,932966,554,1360
3703,1188661,2109369,4575,1061399,38552,1360
3704,1572053,1241882,2978,1172605,186269,1360
3705,15208,519,4934,561103,15879,1361
3706,1245536,1470542,2803,2263086,548917,1361
3707,607564,9886,1906,669715,546162,1365
3708,2415,26235,5685,2,23001,1367
3709,1086,5045,6200,7,3036,1367
3710,171,312,322,17,658,1368
3711,1751625,1762700,4718,863,867643,1370
3712,3750,80272,2483,78,113584,1372
3713,459109,519618,6008,690668,8897,1374
3714,100996,23,6619,871254,22512,1376
3715,1007195,138661,5491,130734,145382,1377
3716,656589,856276,7373,703745,407032,1377
3717,139,183171,2981,524,62061,1378
3718,921652,1424461,7021,183750,219085,1378
3719,2745,2,5941,367440,266,1380
3720,1527336,307822,760,1106,730521,1385
3721,107265,1245229,140,5274,2263494,1385
3722,81,4924,1789,519,68638,1390
3723,40003,61904,1323,359967,23292,1390
3724,314997,1362477,3711,1280689,330,1390
3725,6,2146,3230,12101,73827,1391
3726,8203,180,5747,37627,46708,1391
3727,461,6522,7518,180,17820,1392
3728,1305,85559,4451,297,19948,1393
3729,1138,78,142,15428,4086,1395
3730,430144,278699,4147,92127,241865,1398
3731,6071,131,988,76496,4126,1399
3732,4249,3927,8711,3600,14893,1400
3733,2119438,70019,4782,15811,907969,1400
3734,2835,315386,6872,36395,1096692,1401
3735,30,5,9570,5017,38668,1402
3736,491,145,250,1897,55,1403
3737,248399,14171,8058,236757,11031,1404
3738,1056,55,6513,1058,1134,1405
3739,20722,43,8399,6749,305991,1407
3740,248293,38,5376,1067905,932119,1407
3741,5979,3828,3996,1090,60526,1409
3742,1551,1540,8087,137,347,1411
3743,17413,617074,6885,26227,99160,1411
3744,2324,691695,5305,1434,2263744,1413
3745,259450,1250876,3419,471900,60857,1416
3746,0,6416,7413,3052,69884,1418
3747,0,155879,7411,3052,115322,1418
3748,0,8835,7412,3052,559449,1418
3749,1622,6,3,2347,365,1423
3750,996548,598090,9669,108,2263905,1428
3751,23,139,7034,15454,10573,1431
3752,7496,490,5816,5159,433,1432
3753,211,364752,7420,272,1127520,1435
3754,1865451,570567,5580,563660,2263754,1435
3755,200889,92,6029,252727,1114,1436
3756,212669,524978,7427,2263155,1170256,1437
3757,86031,111549,353,34392,71553,1439
3758,532,53734,5190,269,125503,1440
3759,8651,699,3905,2240,11703,1440
3760,19,0,104,17100,75564,1440
3761,2058002,489898,1917,39337,854551,1440
3762,2736,0,297,293010,75564,1440
3763,3,50,7381,3021,377,1441
3764,1769,11,4552,8803,3,1441
3765,10095,45,4164,23367,3,1441
3766,238966,222615,2101,271265,1295,1441
3767,393,408907,37,107,2263492,1442
3768,1696,434,8526,1265,1166,1445
3769,2131299,77060,8165,236845,666140,1445
3770,41765,172718,192,76492,2343,1447
3771,163479,538313,7933,1916,184850,1448
3772,26562,271,5275,234253,500102,1448
3773,1689,19416,3806,45,721347,1450
3774,123,2006,3397,3751,80345,1450
3775,1987,4783,8200,1730,508859,1451
3776,462,117,9690,8803,3225,1451
3777,1932471,30089,3689,1054769,257406,1452
3778,294661,62628,9796,1330,1389601,1454
3779,240,479490,7004,700083,126809,1454
3780,3130,264733,8865,6553,336373,1456
3781,919540,2132409,7218,1091186,187569,1456
3782,714968,802539,7048,73659,739170,1458
3783,312021,2,9231,106341,1069,1458
3784,5386,162454,6889,1033,140590,1461
3785,300,93,6169,41365,14306,1461
3786,1918412,2223358,4547,1286218,6799,1461
3787,955,509,5501,301,242,1462
3788,0,151,9687,598,596251,1463
3789,19613,123,1233,32712,48,1464
3790,184435,42660,4504,156479,130200,1465
3791,4949,401,7065,6182,827,1467
3792,820,243,3499,2203,849,1475
3793,195380,1270012,3305,471463,8658,1476
3794,11970,144,2072,13762,981,1477
3795,247,816,9659,2844,431,1478
3796,80603,2141,7098,143421,686,1481
3797,135786,347363,1173,59097,50808,1483
3798,493197,1859314,1309,743097,12824,1484
3799,55158,42018,531,141544,2627,1485
3800,520103,1002,8033,887555,79348,1486
3801,0,172,8277,9310,9780,1488
3802,956030,11238,6821,183581,5571,1489
3803,210,14150,6400,3012,62834,1491
3804,1276,2084,1076,20976,1282,1492
3805,2215,1554,1230,22600,14662,1492
3806,24979,9828,6304,95219,13963,1494
3807,6553,446,4976,8636,727,1501
3808,2009246,867764,9901,332433,2263911,1503
3809,2285,5538,5864,4398,1526,1504
3810,974231,701840,572,5450,377224,1504
3811,30268,109,1850,103928,3562,1504
3812,189986,803,2577,203791,1659,1506
3813,132459,124,753,56202,8363,1507
3814,2313,153,4260,5688,6,1517
3815,360692,1516,6430,193949,19420,1518
3816,6,61,9167,6672,5298,1519
3817,6422,6,543,59071,1001,1519
3818,95,2043,4545,17214,50779,1520
3819,375677,4731,5125,18943,44049,1520
3820,1447901,1288889,2010,94695,1412299,1528
3821,18061,18027,4774,2989,4982,1530
3822,558,52,6144,1070,680,1532
3823,17151,42357,7894,80896,101492,1533
3824,69915,3631,9611,38869,3695,1535
3825,5302,4170,5216,17126,14228,1540
3826,79867,1518,2424,97681,637,1542
