id,l_rank,r_rank,index,h,t,r
4784,333,17692,5274,474489,10,4118
4785,240,31,535,1725,632,4125
4786,275401,1708115,5961,1072687,127354,4125
4787,122797,1485,26,321663,341,4127
4788,6144,4426,8541,5082,131,4131
4789,96,11764,3051,26389,5845,4137
4790,90136,3501,2722,217288,34,4137
4791,25,1501,3346,212,40105,4142
4792,32332,52404,4237,13450,223093,4143
4793,7891,7236,8900,8007,1020,4147
4794,1272,10697,8677,556,125766,4148
4795,1450665,1674906,3317,4776,1370634,4149
4796,22,158226,7609,15967,2263843,4151
4797,37,628,6462,404,30217,4152
4798,3102,501250,8990,195541,220264,4155
4799,41,193,2686,276,6681,4157
4800,44,29,2685,276,10928,4157
4801,23261,1,4280,130704,6691,4158
4802,140,278,717,1684,581,4159
4803,1541,283,7612,911,11392,4162
4804,2144963,1720205,9601,673482,76483,4163
4805,634,8,105,1154,4061,4164
4806,12524,46400,5742,18238,2295,4166
4807,1346502,234229,1617,47220,708123,4167
4808,420030,495,4328,130719,181768,4173
4809,7159,493,3113,573,7,4177
4810,37,2410,2366,7590,20610,4180
4811,187,197,7824,14878,26235,4188
4812,2982,72914,6201,7,27467,4189
4813,317,2,7815,5672,178,4192
4814,12793,128,9495,124657,2478,4192
4815,8545,329453,1929,1399,88784,4193
4816,1230,118517,3203,172400,164808,4193
4817,1529371,1259556,7956,707034,2798,4197
4818,998,93,8749,9653,1337,4198
4819,4,64,7101,5895,6424,4212
4820,76123,813,196,58085,22882,4212
4821,31810,433,7384,2624,54487,4219
4822,5932,624,6444,87238,939,4219
4823,1640568,1542656,4395,559177,13357,4219
4824,75860,22,7311,276093,552,4221
4825,7748,0,5023,67425,13548,4223
4826,247,92,5241,193,8376,4229
4827,109,161,7684,87521,28274,4235
4828,150,145,8703,2342,14993,4237
4829,498903,983632,5517,477830,2044,4241
4830,394666,2025406,9329,790319,33289,4242
4831,9205,739,9910,4369,921,4246
4832,1493327,1456175,841,124,2263509,4255
4833,25,0,3887,11723,4840,4271
4834,9240,182348,9283,780,50962,4272
4835,9337,326859,966,13244,14082,4276
4836,477,177977,1158,392,364263,4288
4837,63873,17420,9929,21842,131365,4305
4838,2561,28578,8082,137,1072201,4310
4839,6650,5915,1861,8327,40866,4320
4840,639,1907,1792,519,741037,4331
4841,4033,13293,8500,5993,5176,4331
4842,6753,224,5598,49461,21718,4338
4843,2296,26,3712,50946,58746,4343
4844,4030,152569,8182,2996,280016,4350
4845,0,84,6955,36830,22932,4358
4846,601457,2211902,845,827308,365995,4360
4847,70061,454317,5129,9248,191820,4363
4848,106,4,3954,1543,18328,4365
4849,25823,1580,7687,39470,830,4372
4850,5,893,6857,6397,8614,4376
4851,949,75532,1326,2372,54937,4384
4852,1608503,1311147,1278,181144,180186,4386
4853,92757,33,3381,116169,2384,4388
4854,13387,769,4673,22294,3575,4396
4855,1285,38557,5897,643,213217,4400
4856,1727729,1931184,4479,1150200,510158,4400
4857,29024,1490508,4112,1057455,64330,4405
4858,0,314,131,9616,1098,4409
4859,2138144,696859,7814,95472,1281208,4416
4860,800,4842,559,413,32476,4418
4861,317776,1032473,7265,1395036,39708,4421
4862,631,241,6520,10447,4559,4426
4863,3619,5547,8306,11339,84045,4436
4864,62,221,4036,321,3453,4441
4865,806324,419,3351,232277,742393,4447
4866,3631,11004,167,13946,39272,4459
4867,33,810,883,121,2674,4463
4868,497737,39176,1398,466818,2634,4463
4869,2907,970,1128,53376,44930,4465
4870,1250317,5017,2973,76683,660088,4465
4871,86,15041,8868,13475,70456,4466
4872,283,680,1811,12216,44957,4473
4873,1212054,1124591,7069,370497,1336650,4478
4874,165005,12012,8670,195399,13304,4483
4875,2,44,2131,721,19923,4493
4876,4272,238829,4793,2677,185344,4500
4877,363,199,2319,132,52929,4501
4878,540,68,328,726,346803,4509
4879,7,42,5737,278,4261,4510
4880,531,1194,5632,14551,39966,4513
4881,1415,122953,9587,1,62572,4526
4882,11308,828,3520,28931,3003,4526
4883,16325,150722,6410,131245,69468,4540
4884,2667,42237,3446,820,124898,4542
4885,4471,41607,8944,26647,69556,4546
4886,135768,25785,2809,130410,12456,4549
4887,40401,278,790,322596,954,4558
4888,520128,1628414,9201,2263176,516174,4558
4889,2499,8752,8536,1094,33542,4564
4890,1389,275296,4981,526,213630,4567
4891,16582,7822,7115,16869,1484,4585
4892,91,24,9292,1526,798,4586
4893,40,52862,5385,453,286330,4590
4894,628,1923,1119,774,1120200,4591
4895,1142589,1052856,5968,45346,868261,4594
4896,1676,20151,1009,1022,39811,4608
4897,1180029,1172629,8912,4087,2263891,4615
4898,16,41559,5653,2,396576,4619
4899,11134,9,9850,19313,635,4621
4900,60402,52734,5879,70312,374432,4622
4901,171997,298505,3872,272000,139253,4629
4902,1858286,392538,9066,23432,2263895,4632
4903,33491,270279,359,9171,269298,4636
4904,12369,172,3660,17663,2631,4637
4905,343488,1292,2312,107652,59397,4639
4906,23780,29249,1260,12547,41984,4647
4907,676,504153,736,63,28552,4652
4908,348,1719,6202,7,4537,4662
4909,8090,2,5238,108113,12286,4672
4910,297,23,5813,8729,28372,4675
4911,913,42611,2939,261,71183,4678
4912,1988834,1404243,5124,15960,1420799,4698
4913,1827353,301558,7179,92573,1426271,4700
4914,34,13345,8855,1794,256786,4702
4915,6676,35440,7668,106,492847,4703
4916,4693,1769,5017,15036,987,4716
4917,1319222,1762569,7898,150360,572935,4717
4918,1638325,1318022,3508,676884,728174,4717
4919,939423,807592,9598,516,1412414,4719
4920,10603,22192,3534,89491,55603,4722
4921,29,49,3205,568,69196,4726
4922,349,131,818,192,777,4728
4923,15868,55335,9243,49820,146189,4730
4924,1535,62,6997,72047,18448,4731
4925,763,198920,730,63,43748,4738
4926,1398,15,9264,851,8420,4752
4927,38104,566,9582,136029,10624,4753
4928,348028,89702,4903,413497,6,4766
4929,5366,9964,1261,406102,4721,4781
4930,16351,65,5110,56357,491,4791
4931,1297,7,1324,2275,10780,4792
4932,359065,113741,4581,559827,28,4800
4933,2973,61590,8557,445,241004,4801
4934,349,488,9772,2555,2650,4808
4935,472,3925,7583,171,44489,4815
4936,13652,2708,964,5186,237,4823
4937,1653,661,1820,360838,3154,4826
4938,6414,96597,3123,953,478281,4831
4939,1226,36395,9262,1270,5967,4839
4940,114152,238651,9251,36161,20316,4844
4941,146,325,3322,89,6508,4854
4942,591,544,9105,8290,456,4855
4943,687641,382836,3218,1050765,20389,4870
4944,20004,21077,2921,6394,821,4880
4945,2138830,2030913,8163,42504,240091,4880
4946,20734,464875,1693,58129,123179,4883
4947,1560341,59057,175,403886,15045,4883
4948,516381,829458,3417,1144029,10,4902
4949,35426,2649,5544,327279,102,4906
4950,1282378,1972040,2570,1046317,17,4915
4951,12427,2,771,129931,1114,4917
4952,10496,3680,8028,487309,1151533,4933
4953,342027,6385,7611,11215,119,4941
4954,1188,3127,764,17,1454,4956
4955,0,761,7415,272,50409,4959
4956,3553,4625,2111,10441,336,4963
4957,243,1036,6761,8764,4944,4964
4958,33,20521,3183,5,45176,4965
4959,1546362,717451,7201,42480,561392,4970
4960,293505,1162562,6943,1086576,10,4973
4961,2063647,2054302,62,31,2263493,4977
4962,37,70,3564,4567,22,4984
4963,42,549,9235,10,11129,4998
4964,6229,638341,8612,2316,250367,4998
4965,10,0,3493,3104,2499,5008
4966,2547,296278,1054,19,134818,5012
4967,7617,189134,1736,3485,266769,5013
4968,1704649,1548366,5960,498,2263769,5023
4969,31434,68724,7213,4517,91355,5034
4970,1455726,1465569,1250,1036262,440550,5039
4971,3535,3201,7655,682,307,5045
4972,1234880,1917342,3177,2263087,538,5055
4973,88,1118,2038,915,20534,5056
4974,6579,895,9408,8427,20952,5058
4975,41170,3364,8426,44787,1195,5060
4976,22112,14564,7960,43658,4995,5062
4977,1634,221,9191,596,1246,5063
4978,142971,800,7570,55585,203,5065
4979,24158,356504,2080,3712,29837,5073
4980,1053926,184275,7809,16863,1011859,5082
4981,61670,21,1269,70075,18337,5091
4982,2589,21428,2279,6015,140129,5092
4983,127960,2201,5082,104293,10665,5093
4984,309465,1308,6238,329892,51,5098
4985,168,164,6453,694068,5536,5100
4986,136,24875,7361,337,233752,5107
4987,736,3551,8381,183,9893,5110
4988,177805,1255,3114,125357,1775,5113
4989,1697837,65587,9261,8451,202142,5115
4990,16158,7414,9552,20580,115115,5115
4991,268,187,6718,7267,2812,5116
4992,348,98,9229,1934,378,5121
4993,1583,3,4555,5598,175592,5126
4994,2091884,2073185,2015,2263076,15499,5133
4995,1808,21,7744,12513,926,5135
4996,1359733,1690269,2780,1274451,289809,5139
4997,1565322,1776790,5875,1294921,11911,5139
4998,140994,19767,6254,51056,97880,5140
4999,28639,591634,7584,1726,446506,5147
5000,2217,8,6310,10815,1136,5155
5001,240763,8981,5595,328998,372,5157
5002,63868,70009,2,129776,7167,5158
5003,37416,623918,2494,518,2263645,5161
5004,1023784,888099,1221,830598,737390,5161
5005,1570097,1829338,7756,1417003,1718,5166
5006,1121745,1536046,7022,700254,1289704,5168
5007,367,311,4599,8377,14758,5174
5008,1098152,1379573,9218,622747,7956,5180
5009,18544,9974,8274,555,74606,5181
5010,1278,2308,6175,133,98,5184
5011,7251,42,2683,45241,601,5189
5012,176273,1886628,3750,848123,14622,5192
5013,1274469,1608275,8692,699,885959,5194
5014,991349,1539839,7730,575271,31026,5195
5015,889,5004,6209,7,4933,5197
5016,948775,695878,6355,991,837494,5219
5017,9300,6630,740,21514,5351,5219
5018,111,646,8662,356,122829,5220
5019,1479054,1457679,3514,2263094,1271,5222
5020,265,737,7603,4843,16464,5239
5021,13,2111,3977,85,376330,5243
5022,2909,1663,4511,3619,191,5244
5023,458,157,9675,1771,1063,5249
5024,2032920,2159295,9816,274830,427009,5250
5025,1320960,1880874,2578,469664,1139734,5251
5026,1441477,556726,8825,578324,5000,5259
5027,106,3109,4093,966,66224,5265
5028,560555,79769,6581,1301928,19,5268
5029,6744,663,6876,570463,426916,5269
5030,1608170,999617,4802,149222,2263730,5277
5031,991810,1246398,7277,702876,1217,5277
5032,29050,880,8423,42510,921,5278
5033,8,760,5814,2314,20896,5280
5034,1227,16262,5392,2354,74463,5283
5035,83,6564,2968,187,98592,5290
5036,1,297,8924,789,270,5292
5037,8,9,5958,6406,1196,5294
5038,92,32567,2108,4315,196664,5296
5039,406,5963,9288,9057,43717,5303
5040,248313,1209422,5802,329189,66951,5311
5041,21,14,4779,164,73092,5313
5042,900600,222788,4914,2907,609826,5319
5043,1733,4,7664,7640,53,5326
5044,581,39436,490,104,55041,5329
5045,14420,10443,5975,25034,4940,5331
5046,260864,18529,1395,406987,294682,5335
5047,368688,246288,2237,107645,10256,5344
5048,133,62,4175,7862,293054,5349
5049,670588,39030,8584,891754,3211,5350
5050,35,442248,9497,42280,302734,5351
5051,6186,441,8917,2100,254,5361
5052,2345,5199,2518,8492,35694,5363
5053,57295,43824,5391,31774,17,5363
5054,344311,644,9960,333964,55,5376
5055,4,30,529,17746,2462,5377
5056,593743,1052835,6366,1077064,26,5378
5057,40657,2602,8040,26440,86,5386
5058,75912,169557,4876,17937,51873,5405
5059,599013,4599,264,135447,22818,5412
5060,65,203,3796,45,23666,5413
5061,1263,476531,5741,278,2263762,5413
5062,110807,291,8986,150774,6791,5428
5063,48977,4235,1843,141884,35769,5446
5064,977501,599883,6349,24484,915443,5447
5065,563681,1171602,9892,2263181,1135833,5450
5066,2806,193265,7656,682,131060,5454
5067,1896559,1008558,7093,68990,592809,5458
5068,68,2012,3889,1764,849,5459
5069,1930,212,5166,1319,793,5461
5070,327639,250,3211,295961,44577,5482
5071,23248,657298,3454,182019,280861,5493
5072,22658,13300,2257,460,22896,5494
5073,28102,369,510,135486,49,5494
5074,150035,10061,8739,43687,7,5502
5075,240,7206,6052,610,1162194,5503
5076,116700,519286,2443,249927,67906,5509
5077,21337,2694,1966,28673,5034,5510
5078,708,2595,3959,928,8400,5531
5079,766417,9862,5809,367167,933001,5532
5080,677,10124,655,1442,8658,5538
5081,1183576,1306675,5887,4994,640197,5541
5082,1558103,905087,392,293109,395897,5541
5083,2011506,930774,9465,68448,288561,5545
5084,332715,2065,73,268522,2398,5546
5085,62,257,411,165,42392,5547
5086,12017,1082,8379,183,148,5547
5087,5122,463660,1646,200,347475,5552
5088,17853,125612,1255,171736,18722,5553
5089,26,114,3062,2387,7620,5558
5090,5357,39,6913,847,28,5564
5091,590454,126,5935,219227,28,5564
5092,1993,626039,8949,1977,236582,5569
5093,841,34,1020,4642,1365,5573
5094,2182589,719331,8966,1106255,562,5578
5095,17159,176,9854,15892,37,5583
5096,432,475,8929,1191,136,5591
5097,555805,26475,7486,883249,148386,5607
5098,1585249,1905360,3641,677680,117,5612
5099,576541,31521,1814,60136,637,5613
5100,150631,516,7574,66296,1466,5615
5101,24944,794862,5607,76893,78508,5617
5102,22911,8493,2241,0,43923,5621
5103,636,30583,6229,1976,53613,5635
5104,1365,636,6303,11656,818,5637
5105,407591,1809319,3167,1050606,28650,5661
5106,3099,175,2802,1272,2409,5666
5107,879021,84693,8398,137624,83120,5666
5108,1393384,1394553,9269,1107655,1040108,5669
5109,3081,1,9605,271118,444148,5680
5110,135,454,2250,9553,8931,5686
5111,7619,101,4092,20124,120,5692
5112,25461,454,8985,55643,906,5694
5113,10,9,7011,227,160,5713
5114,464,175,9275,1756,4,5713
5115,77556,610,6369,80728,227,5713
5116,5492,3918,1441,14674,2017,5721
5117,1813,51,4131,94938,123672,5721
5118,1,66,5785,6180,3318,5722
5119,6184,3824,2272,15096,89977,5726
5120,454,5064,3805,3373,31783,5738
5121,984304,89953,4281,4426,581031,5748
5122,73803,135,2819,673094,2046,5749
5123,44089,5870,2433,57232,1759,5756
5124,21338,0,9932,26435,2216,5762
5125,102438,1863927,3017,842672,283729,5771
5126,1267562,131548,9227,20296,600127,5774
5127,1012967,116,6940,131431,989,5776
5128,259459,1219535,3713,847836,12505,5778
5129,714,1110,710,32370,17445,5783
5130,1036546,30,1240,248962,105336,5788
5131,3621,3257,5726,7973,442,5793
5132,6,20,3281,323,1424,5798
5133,275,5293,6049,597,223372,5803
5134,5419,905,9438,24951,865,5804
5135,7,1818,3788,45,27333,5824
5136,101501,5984,633,171505,1669,5841
5137,523,86878,9953,842,131873,5857
5138,7658,384,1424,14258,1530,5873
5139,1201371,2494,6242,274313,5854,5879
5140,251225,2947,4174,251173,2686,5880
5141,9860,124,7465,4306,159,5883
5142,3824,5600,190,19154,14810,5887
5143,7740,1508,2941,13894,202,5898
5144,611550,1184725,3604,1054207,65978,5900
5145,45402,4813,9301,392916,166514,5907
5146,5,1,4861,9301,15508,5932
5147,466550,312463,6830,874550,2849,5950
5148,24949,36265,7243,11,90440,5951
5149,24145,8197,137,15017,32835,5954
5150,66884,4646,651,115630,2128,5954
5151,838,11988,2863,4084,16421,5956
5152,11908,339861,4424,35,2263712,5957
5153,72,611,5506,2063,735441,5964
5154,6600,5596,9982,28519,1901,5971
5155,1762248,1836243,5581,366882,339048,5973
5156,26,449,6174,133,26976,5975
5157,242,17444,3969,85,371243,5985
5158,4163,53919,2995,1600,6338,5990
5159,185,410,1540,1067,6059,6002
5160,48,345323,275,9643,150384,6002
5161,1104598,142828,4171,2983,621729,6003
5162,1449199,868288,2429,104013,49602,6004
5163,15594,772162,3793,45,239658,6005
5164,19888,674082,7421,272,890220,6005
5165,5769,15,4659,89630,32219,6014
5166,1011299,11537,2313,217158,738435,6022
5167,69,67,4987,526,4870,6033
5168,1909958,1007166,432,843,1326150,6036
5169,7700,90420,4669,1444,99338,6047
5170,824,8544,9146,15631,61640,6062
5171,3516,3,4583,45304,4374,6065
5172,243395,1842146,6139,1074197,3917,6068
5173,1452,1292,4290,21534,3978,6070
5174,103354,348682,8402,105036,4887,6075
5175,409637,57575,690,826456,19,6075
5176,255882,758574,8663,356,873449,6076
5177,282664,1425047,6517,1078997,5823,6088
5178,61708,113013,6062,68894,361605,6090
5179,5507,51674,4597,49420,89795,6105
5180,635161,122885,3015,1275905,4466,6107
5181,794871,159322,9935,126406,292994,6110
5182,143930,1702644,7000,1109743,38986,6135
5183,1572,1,977,37971,1362,6149
5184,626408,2106139,5027,1355257,102264,6165
5185,653,209,4274,1492,136,6178
5186,1213552,1704414,2406,469407,14069,6178
5187,955,2101,9776,37646,193964,6179
5188,495748,605,5288,45973,3076,6189
5189,5,85915,2180,0,2263588,6201
5190,1474,40732,8445,1564,83852,6217
5191,1287,76,8267,22333,113,6234
5192,22774,37961,5760,44,599670,6236
5193,110,1,1671,534,3386,6240
5194,7365,30583,8558,445,1436011,6243
5195,11737,15595,1019,11640,68448,6250
5196,2200117,493,7917,220944,9311,6254
5197,33,12,9599,335223,23,6262
5198,218,282628,9254,2255,317883,6265
5199,1322,37,7326,39467,3112,6265
5200,20,1788,750,6756,30322,6273
5201,961,80332,2246,218,69750,6282
5202,2015,358,7066,3908,5024,6284
5203,28960,109346,8983,32497,94957,6294
5204,959986,592495,453,115613,197727,6297
5205,135225,431,4341,120853,10033,6309
5206,863,39,5379,1295,4064,6314
5207,145,176585,8388,557,15872,6316
5208,162,528,5577,8437,24109,6324
5209,364129,36507,1467,466974,166552,6324
5210,236,6460,6170,133,76055,6330
5211,46522,4141,1548,191555,1381903,6330
5212,1033,404,8455,93,19,6335
5213,2001152,1476345,3034,42920,773873,6340
5214,2262,33,5643,7439,1961,6342
5215,54,596,7064,150047,126453,6346
5216,1611859,758678,7628,1095229,60596,6356
5217,235657,0,3528,2263096,432691,6363
5218,494,162,6360,991,179,6379
5219,1001618,868,6596,300025,1352311,6384
5220,2966,215,1235,60096,1146115,6397
5221,2955,136,1027,12596,40,6403
5222,61142,113239,951,14465,68324,6406
5223,829,1224,4187,5158,50,6420
5224,10054,11846,172,154,602,6426
5225,1,17,2758,351,3457,6436
5226,4462,1709,3367,1303,24462,6454
5227,2537,38683,5590,1350,138043,6458
5228,386025,5855,9625,409960,43165,6460
5229,2357,129,7621,4130,1222,6465
5230,148,3930,843,124,12845,6467
5231,165940,265637,625,124858,291565,6467
5232,1861,1160,9595,26596,336173,6476
5233,294857,26749,3740,472792,30631,6476
5234,6139,570,7386,34895,5996,6486
5235,190795,1461477,7129,2263151,1334953,6486
5236,85,4068,3800,45,764,6498
5237,788,928,7822,1281,186,6498
5238,241105,107079,4586,149164,372067,6498
5239,7239,290,5601,40820,409,6502
5240,1586,40,39,115512,107,6504
5241,1349891,67336,9057,607885,2955,6526
5242,25074,91,1237,71605,99345,6535
5243,1547,100084,7906,2137,6747,6537
5244,2096535,2145330,9335,128848,41509,6537
5245,1958,11288,7657,682,1477,6539
5246,12462,2268,4717,11549,742,6539
5247,1335429,2151614,5744,112169,1147148,6562
5248,83347,342697,1272,17027,2263530,6564
5249,2499,815423,3195,5,1158513,6572
5250,1479781,1690549,2133,1173862,2224,6574
5251,2657,819,6515,23227,81310,6582
5252,40,1632,9752,2,1701,6586
5253,37506,529,7793,137401,22960,6591
5254,2041331,1372685,2078,551563,1011171,6593
5255,2075042,1009674,6364,1327420,10711,6600
5256,770471,94838,7199,23076,803,6601
5257,343514,1883381,9488,1022877,982,6601
5258,371497,1758486,1296,666009,170103,6607
5259,4557,1668,3893,14805,986,6611
5260,2268,69635,7409,48833,120786,6616
5261,283,184,5060,738,4957,6619
5262,573,26,4096,966,95,6623
5263,3764,331,8854,18438,109323,6624
5264,44854,1218450,7560,5143,288834,6629
5265,642,2,3633,7657,45840,6630
5266,96,1490,3651,129,217,6631
5267,153,2079,2632,1,144,6668
5268,2042780,572595,2119,670949,379711,6669
5269,367,10322,5912,298,35381,6673
5270,533,269,9550,46,2083,6676
5271,896,612,8108,13306,62,6686
5272,4456,1564,9670,17042,1165,6690
5273,257,39,4515,1373,111,6698
5274,3070,1728,8037,842,267,6702
5275,307,56382,5784,1180,259047,6705
5276,1939844,1628334,3469,142308,729119,6714
5277,7533,143678,2972,10931,83063,6719
5278,570884,1014169,188,13515,488452,6720
5279,72562,447258,811,230859,132713,6728
5280,1316,7309,5297,732,772,6734
5281,4617,24757,4671,888,26581,6736
5282,2633,138,88,3888,444,6737
5283,14,819,5979,1906,323,6755
5284,363853,948283,5322,1067431,3034,6756
5285,507046,1645206,5745,1293851,5708,6760
5286,161,11331,3349,212,207778,6767
5287,3663,334075,1034,94501,337159,6776
5288,619853,752354,7248,11,2263826,6777
5289,871,172,5499,19505,12967,6789
5290,2449,700032,4098,966,934276,6791
5291,32819,616341,9583,3039,724135,6799
5292,1058949,1106649,5170,716761,4629,6803
5293,538,432,4107,357,8274,6806
5294,137100,1580,5976,104555,144101,6807
5295,0,94,8344,3427,15920,6827
5296,207,64,7285,1594,1042,6834
5297,8075,115,4305,21817,3786,6837
5298,112,14113,1505,4801,156035,6839
5299,427634,1854402,1683,249364,105948,6841
5300,0,2729,6944,9075,320173,6846
5301,215269,1918650,446,936687,15773,6862
5302,892491,13527,4525,272622,682851,6867
5303,817122,96345,3512,163958,1964,6887
5304,2197,36,3329,207,331,6888
5305,261,1752,9012,32,8546,6897
5306,42781,1547,4703,111994,2380,6912
5307,206098,1952930,1001,191256,145898,6924
5308,726541,0,5576,173336,14964,6928
5309,1376796,5781,124,543725,131546,6931
5310,7550,236189,5507,1293,169874,6935
5311,426,109,8519,1332,19,6942
5312,1833,109308,1750,13888,2263542,6951
5313,126855,135139,9300,335,1041716,6955
5314,49747,1890467,4251,233540,95429,6959
5315,47713,25,8908,58487,16221,6964
5316,10216,35145,2865,3269,6482,6966
5317,39205,52,423,268915,1178,6968
5318,1117,591,7067,3265,21892,6971
5319,2206,326156,2718,29173,190139,6975
5320,1354048,1317535,4509,3690,1196571,6980
5321,1060,588,7577,171,2,6991
5322,11868,3660,8833,36879,123670,6991
5323,54176,23,1253,111411,53,6992
5324,38465,15075,8837,237328,9827,6996
5325,523958,232,4406,559217,426217,7004
5326,47776,2628,3434,15309,872,7014
5327,1066949,1867660,4668,475334,324226,7015
5328,208284,566105,1875,125115,277103,7034
5329,2275,2160,9980,18,2803,7043
5330,1,233,1465,3236,38548,7044
5331,110,0,2563,190,12,7046
5332,54893,221235,4348,2263106,2263707,7050
5333,4034,204612,3634,37588,105051,7055
5334,23840,1281023,5635,861752,31568,7057
5335,2207,38764,151,590,34804,7061
5336,14871,104,8851,237335,746755,7068
5337,1771,14,2342,111606,10585,7072
5338,704,0,2017,9069,11427,7075
5339,5252,9,7127,54610,780,7075
5340,681447,393614,3697,5839,386312,7076
5341,149597,18605,3925,13,167753,7080
5342,917457,237579,7487,236351,287,7081
5343,195664,242,9411,134636,724,7100
5344,112,8,9392,273,7141,7104
5345,1940390,2012977,2094,84523,339131,7112
5346,14,23,1940,2719,36296,7118
5347,8,2990,9073,28771,6286,7130
5348,187,2691,998,2467,3327,7137
5349,8142,8426,7316,1635,620,7139
5350,338330,18480,4443,62508,857,7141
5351,736,2,2871,148685,18660,7141
5352,4786,16109,5007,1256,20792,7147
5353,2973,1742,5220,89587,18365,7154
5354,883,60,61,31,2760,7159
5355,88,39648,6064,631,139611,7167
5356,5649,50736,1050,6804,28672,7186
5357,49,770,3798,45,30584,7194
5358,561,282,2984,1061,37,7197
5359,45260,22518,4325,1284603,2263705,7214
5360,857552,753019,7808,293,1171747,7219
5361,1334233,2150137,2948,8560,902361,7230
5362,520,341,8998,18956,21,7234
5363,826,5840,1046,507,5626,7239
5364,73,8338,8488,27,14976,7243
5365,263,273,5247,193,1135,7247
5366,153794,2,3879,363940,75560,7248
5367,387,212,6751,42,1302,7260
5368,2127,3286,612,17101,62826,7263
5369,3465,159,7161,104802,1432042,7264
5370,847,5555,3358,285,7213,7276
5371,58,546,455,944,196,7276
5372,271563,346083,8025,521,2263861,7277
5373,25964,431312,3372,2014,205875,7296
5374,985,756,67,31,6,7298
5375,30673,946189,4908,18523,274146,7299
5376,388,822,645,816,395,7300
5377,178030,1033,7096,164778,1536,7303
5378,1304251,41535,9735,7720,1136271,7314
5379,353456,3983,7494,184053,1418,7319
5380,83789,30329,3391,192389,171558,7326
5381,195511,1301132,3342,1051726,1105450,7326
5382,431,1,9454,530,80,7329
5383,3,7,2607,74941,29392,7338
5384,5687,30081,6068,95185,37252,7340
5385,773,110,1082,1287,101930,7344
5386,686,12,6984,10731,215,7347
5387,241,60,5419,3306,88,7349
5388,117,9,7634,21707,20173,7357
5389,1954307,1321867,4783,3444,2263729,7381
5390,7698,8274,7876,157,1781,7390
5391,43610,3091,3522,29718,46209,7433
5392,231,122666,9586,1,84481,7438
5393,708,446,874,11463,29904,7445
5394,1270144,5023,5431,563069,1081545,7447
5395,1680,13,8816,255604,62835,7453
5396,1266,201,9224,3535,35,7463
5397,11,494,3187,5,22005,7467
5398,417742,357151,5638,45950,543050,7471
5399,1172,1190,7168,1038,10826,7478
5400,34970,148,6183,299025,2545,7481
5401,1158104,945768,386,1029573,5127,7483
5402,2119603,1828991,9480,36236,2263902,7510
5403,164912,861,2994,61234,1168,7519
5404,2063749,1534713,7031,370361,455372,7541
5405,222,195,8098,2968,65,7554
5406,497,243,2630,1,1307,7561
5407,5121,579682,8382,183,492461,7567
5408,9611,917,4871,8238,54,7586
5409,29086,72288,7501,38939,23605,7589
5410,734175,9106,5440,114,599463,7593
5411,1779556,1983214,8587,1393801,162226,7594
5412,121233,1061213,2579,28181,13971,7599
5413,5,0,9366,277811,23,7625
5414,9,0,9574,70688,23,7626
5415,1318176,116362,2128,141993,412178,7635
5416,1222831,1923946,6998,483647,149354,7636
5417,45,247906,743,150,388397,7640
5418,213650,1224263,8371,12927,467870,7647
5419,1505,23,7825,42495,16782,7647
5420,804110,436815,6891,418778,2263809,7652
5421,2963,2593,9891,2798,24283,7667
5422,660,48809,9543,5816,333324,7674
5423,788,326,66,31,2139,7677
5424,1385828,68,3396,410257,730708,7683
5425,504283,86,6788,418396,841,7701
5426,992,20262,3485,5768,23192,7712
5427,1,0,9252,237497,23,7732
5428,20,269839,8004,13038,2263860,7734
5429,1960969,1857266,1647,200,1424529,7751
5430,11,2767,8615,32490,549263,7758
5431,328,559,3328,207,58,7769
5432,3735,200,5375,20610,924,7788
5433,44508,480935,4860,560844,5124,7788
5434,134,2709,9221,275,425,7791
5435,173,21,9038,781,3168,7791
5436,523,131,3366,3243,287,7793
5437,604595,2034518,8569,1103267,5759,7794
5438,3245,6471,8175,2746,74137,7813
5439,6484,148,5132,685581,931,7816
5440,263009,453,6931,70532,314,7817
5441,3212,18712,5782,2579,34886,7827
5442,35212,617,9025,39979,582,7843
5443,16169,3,1808,84481,6205,7853
5444,10070,1185890,2399,687,903173,7856
5445,30229,1911,2249,21105,4363,7882
5446,8087,338444,6824,13302,379121,7892
5447,432204,2149,7961,150383,210,7892
5448,1029873,1114373,4872,272944,491754,7893
5449,68953,171284,8769,18,489193,7895
5450,1564952,952992,7988,13469,813485,7906
5451,1855233,806486,653,180892,209044,7907
5452,5833,1882,5477,864,1129692,7915
5453,1567680,54518,7546,371692,66001,7918
5454,1051303,1485267,7926,1097367,350064,7956
5455,735441,349949,9090,1201075,205,7956
5456,128724,4951,9725,414183,3107,7968
5457,1890240,2176511,1787,668995,27636,7970
5458,6114,1100,8958,30625,13026,7976
5459,29,174,9905,5160,75,7978
5460,51948,3020,2405,21960,693,7980
5461,24461,446,3431,107803,3,7982
5462,2379,24252,4047,2520,526658,7988
5463,535,68,2559,163622,67802,8003
5464,12452,13723,1364,2687,141,8012
5465,32856,178,9852,65024,354,8025
5466,79092,1130,7965,112664,109,8025
5467,2360,54,9880,25807,3219,8027
5468,1202,350,2457,17033,20069,8030
5469,2018946,40956,8521,195309,68154,8032
5470,1738859,2171063,82,659200,21792,8054
5471,994,53,8963,4489,2987,8063
5472,490725,1942424,3558,45928,255852,8081
5473,8343,81,8809,75463,21,8082
